,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Leduc Oil Kings Bantam AAA,AMBHL,63378,16,9,38,30,38,0.0,25,,,,,,,,,,,,,,,,
0,20122013,Leduc Oil Kings Bantam AAA,AMBHL,63378,25,43,64,30,64,0.0,68,,,,,,,,,,,,,,,,
0,20132014,Leduc,AMHL,1,30,21,26,35,26,,51,,,,,,,,,,,,,,,,
0,20142015,Moose Jaw,WHL,1,4,2,0,10,0,4.0,6,2.0,0.0,100.0,1.0,0.0,,,,,,,,,,,
0,20152016,Moose Jaw,WHL,1,45,28,33,72,33,-2.0,73,,15.0,,,0.0,,,,,,,,,,,
0,20152016,Canada,WJ18-A,2,2,0,2,5,2,0.0,2,18.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Moose Jaw Warriors,WHL,7741,45,28,33,72,33,-2.0,73,,,,,,,,,,,,,,,,
0,20152016,Canada U18,WJC-18,17193,2,0,2,5,2,0.0,2,,,,,,,,,,,,,,,,
0,20162017,Moose Jaw Warriors,WHL,7741,34,27,29,52,29,5.0,61,,,,,,,,,,,,,,,,
0,20172018,Moose Jaw Warriors,WHL,7741,22,14,27,30,27,14.0,36,,,,,,,,,,,,,,,,
0,20172018,Victoria Royals,WHL,98821,14,15,29,30,29,-7.0,29,,,,,,,,,,,,,,,,
0,20182019,Prince Albert Raiders,M-Cup,7371,3,2,0,3,0,0.0,5,,,,,,,,,,,,,,,,
0,20182019,Prince Albert Raiders,WHL,7891,45,43,38,63,38,49.0,88,,,,,,,,,,,,,,,,
0,20192020,San Jose Sharks,National Hockey League,1,2,3,8,28,8,-5.0,5,33.0,1.0,9.1,0.0,0.0,281:39,50.0,2.0,09:48,271:51,31.58,0.0,0.0,00:00,6.0,416.0
0,20192020,San Jose Barracuda,AHL,187427,12,7,15,25,15,-4.0,19,,,,,,,,,,,,,,,,
0,20202021,San Jose Sharks,National Hockey League,1,1,5,6,30,6,-16.0,6,60.0,0.0,8.3,0.0,0.0,351:44,47.0,0.0,12:45,331:58,28.99,0.0,0.0,07:01,19.0,491.0
0,20202021,San Jose Barracuda,AHL,187427,6,3,2,10,2,1.0,9,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,15,8,25,63,25,-21.0,23,156.0,0.0,5.1,1.0,0.0,940:57,118.0,3.0,77:13,843:51,34.29,0.0,0.0,19:53,49.0,1296.0
0,20212022,Canada,WC,17155,1,2,4,7,4,5.0,3,,,,,,,,,,,,,,,,
0,20212022,San Jose Barracuda,AHL,187427,8,4,7,8,7,2.0,12,,,,,,,,,,,,,,,,
