,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20152016,EC Bad Tölz U16,Schler-BL,79775,11,2,0,8,0,13,,,,,,,,,,,,,,,,,
0,20172018,RB Hockey Academy U18,ICEJL,87796,17,28,6,13,6,45,35.0,,,,,,,,,,,,,,,,
0,20172018,RB Hockey Academy U18,Czechia U18,245724,14,7,4,18,4,21,13.0,,,,,,,,,,,,,,,,
0,20182019,Germany U18,WJC-18 D1A,17695,6,2,0,5,0,8,8.0,,,,,,,,,,,,,,,,
0,20192020,EHC München,Champions HL,9922,2,1,0,10,0,3,-1.0,,,,,,,,,,,,,,,,
0,20192020,EHC München,DEL,9978,4,7,14,42,14,11,-6.0,,,,,,,,,,,,,,,,
0,20192020,Germany U20,WJC-20,17716,2,4,16,7,16,6,-1.0,,,,,,,,,,,,,,,,
0,20202021,EHC München,DEL,9978,11,9,8,30,8,20,10.0,,,,,,,,,,,,,,,,
0,20202021,EC Salzburg,ICEHL,10638,9,7,12,12,12,16,4.0,,,,,,,,,,,,,,,,
0,20202021,Germany,WC,17655,0,1,2,6,2,1,-2.0,,,,,,,,,,,,,,,,
0,20202021,Germany U20,WJC-20,17716,6,4,2,5,2,10,-5.0,,,,,,,,,,,,,,,,
0,20212022,Buffalo Sabres,National Hockey League,1,0,0,0,2,0,0,0.0,32:15,3.0,1.0,0.0,0.0,01:45,30:30,0.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,42.0
0,20212022,Rochester Americans,AHL,1047,40,28,28,70,28,68,-3.0,,,,,,,,,,,,,,,,
