,season,team,league,sequenceNumber,savePercentage,goalAgainstAverage,games
0,20142015,Holy Family Catholic,USHS-MN,99238,0.845,3.79,4
0,20152016,Holy Family Catholic,USHS-MN,99238,0.94,1.24,11
0,20162017,Victory Honda 18U AAA,T1EHL 18U,60317,0.922,2.36,18
0,20172018,Sioux Falls Stampede,USHL,9966,0.9,3.09,22
0,20182019,Sioux Falls Stampede,USHL,9966,0.883,2.91,29
0,20192020,Sioux Falls Stampede,USHL,9966,0.918,2.45,24
0,20192020,Minnesota State Univ. (Mankato),NCAA,15760,0.933,1.0,1
0,20202021,Providence College,NCAA,7690,0.916,2.24,23
0,20212022,Providence College,NCAA,7690,0.921,2.1,37
