,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Team Illinois Bantam Major AAA,T1EBHL,141479,17,24,24,31,24,0.0,41,,,,,,,,,,,,,,,,
0,20102011,Team Illinois,T1EHL,1,22,17,56,34,56,,39,,,,,,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,14,13,37,32,37,11.0,27,100.0,2.0,13.0,0.0,0.0,,,,,,,,,,,
0,20112012,USNTDP,U-17,2,15,8,18,17,18,,23,,,,,,,,,,,,,,,,
0,20112012,USNTDP,U-18,3,3,4,4,9,4,,7,,,,,,,,,,,,,,,,
0,20122013,USNTDP,USHL,1,17,7,23,21,23,12.0,24,58.0,2.0,12.07,1.0,1.0,,,,,,,,,,,
0,20122013,USNTDP,U-18,2,15,11,18,31,18,,26,,,,,,,,,,,,,,,,
0,20122013,U.S.A.,WJ18-A,3,4,3,8,7,8,2.0,7,23.0,0.0,13.04,0.0,1.0,,,,,,,,,,,
0,20132014,U. of Michigan,Big Ten,1,20,11,22,35,22,,31,,3.0,,0.0,3.0,,,,,,,,,,,
0,20142015,U. of Michigan,Big Ten,1,12,12,40,34,40,,24,,2.0,,2.0,1.0,,,,,,,,,,,
0,20142015,U.S.A.,WJC-A,2,0,0,0,5,0,0.0,0,10.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,U. of Michigan,Big Ten,1,47,16,28,38,28,35.0,63,,5.0,,1.0,1.0,,,,,,,,,,,
0,20152016,U.S.A.,WC-A,2,2,1,2,10,2,-1.0,3,6.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Univ. of Michigan,NCAA,8590,47,16,28,38,28,35.0,63,,,,,,,,,,,,,,,,
0,20152016,USA,WC,17215,2,1,2,10,2,-1.0,3,,,,,,,,,,,,,,,,
0,20162017,Colorado Avalanche,National Hockey League,1,2,3,4,21,4,0.0,5,30.0,1.0,10.0,1.0,0.0,313:31,11.0,1.0,39:00,256:49,47.56,0.0,0.0,17:42,21.0,415.0
0,20162017,San Antonio Rampage,AHL,8497,17,13,22,41,22,2.0,30,,,,,,,,,,,,,,,,
0,20162017,USA,WC,17215,0,2,0,8,0,4.0,2,,,,,,,,,,,,,,,,
0,20172018,Colorado Avalanche,National Hockey League,1,10,13,20,69,20,-29.0,23,131.0,4.0,9.92,3.0,2.0,1103:59,45.0,7.0,150:54,856:22,45.12,2.0,2.0,96:43,65.0,1403.0
0,20182019,Colorado Avalanche,National Hockey League,1,16,16,31,66,31,-8.0,32,118.0,4.0,13.56,3.0,3.0,1153:24,33.0,9.0,205:51,822:45,49.18,0.0,3.0,124:48,59.0,1441.0
0,20192020,Colorado Avalanche,National Hockey League,1,20,11,18,67,18,9.0,31,106.0,1.0,10.4,3.0,0.0,1122:11,36.0,5.0,137:37,833:21,47.69,1.0,3.0,151:13,60.0,1439.0
0,20202021,Colorado Avalanche,National Hockey League,1,8,10,19,48,19,10.0,18,47.0,1.0,21.3,2.0,0.0,682:26,32.0,2.0,65:35,508:27,45.86,0.0,0.0,108:24,38.0,959.0
0,20212022,Colorado Avalanche,National Hockey League,1,15,18,25,70,25,6.0,33,102.0,4.0,17.6,0.0,1.0,1142:33,31.0,6.0,125:54,899:54,51.45,0.0,1.0,116:45,55.0,1478.0
