,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,N.J. Rockets U19,Other,1,30,6,8,60,8,36,,,,,,,,,,,,,,,,,
0,20142015,N.J. Rockets,EHL,1,31,10,8,39,8,41,,,,,,,,,,,,,,,,,
0,20142015,N.J. Rockets U19,Other,2,1,1,0,8,0,2,,,,,,,,,,,,,,,,,
0,20142015,Tri-City,USHL,3,0,0,0,3,0,0,,,,,,,,,,,,,,,,,
0,20152016,North Bay,OHL,1,46,13,18,68,18,59,165.0,1.0,7.9,5.0,0.0,18.0,,,,,,,,,,,
0,20152016,USA U18,Hlinka Gretzky Cup,140070,2,0,2,4,2,2,,,,,,3.0,,,,,,,,,,,
0,20152016,North Bay Battalion,OHL,149108,46,13,18,68,18,59,,,,,,18.0,,,,,,,,,,,
0,20152016,Team White,USA-S17,177565,1,1,0,5,0,2,,,,,,,,,,,,,,,,,
0,20162017,North Bay Battalion,OHL,149108,8,6,8,29,8,14,,,,,,-2.0,,,,,,,,,,,
0,20172018,Sarnia Sting,OHL,9498,19,9,0,26,0,28,,,,,,9.0,,,,,,,,,,,
0,20172018,North Bay Battalion,OHL,149108,25,11,10,39,10,36,,,,,,-13.0,,,,,,,,,,,
0,20182019,Tucson Roadrunners,AHL,218897,9,3,6,57,6,12,,,,,,-4.0,,,,,,,,,,,
0,20192020,Tucson Roadrunners,AHL,218897,9,5,12,57,12,14,,,,,,7.0,,,,,,,,,,,
0,20202021,Tucson Roadrunners,AHL,218897,7,3,4,22,4,10,,,,,,-14.0,,,,,,,,,,,
0,20212022,Arizona Coyotes,National Hockey League,1,7,0,4,34,4,7,52.0,0.0,0.0,0.0,0.0,-16.0,531:43,22.0,0.0,08:03,487:09,0.0,0.0,0.0,36:31,44.0,728.0
0,20212022,Tucson Roadrunners,AHL,218897,16,3,6,21,6,19,,,,,,-14.0,,,,,,,,,,,
