,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Victory Honda Bantam Major AAA,T1EBHL,162259,9,8,12,28,12,0.0,17,,,,,,,,,,,,,,,,
0,20132014,Oak. Grizzlies U16,T1EHL,1,19,19,41,31,41,,38,,,,,,,,,,,,,,,,
0,20142015,USNTDP,USHL,1,5,8,10,35,10,-13.0,13,61.0,0.0,13.1,0.0,0.0,,,,,,,,,,,
0,20142015,USNTDP,U-17,2,2,6,6,18,6,,8,,,,,,,,,,,,,,,,
0,20152016,USAHNTDP,USHL,1,3,3,27,20,27,-2.0,6,,,,,,,,,,,,,,,,
0,20152016,USAHNTDP,U-18,2,17,10,8,39,8,,27,,,,,,,,,,,,,,,,
0,20152016,U.S.A.,WJ18-A,3,6,1,0,7,0,8.0,7,11.0,0.0,9.1,0.0,0.0,,,,,,,,,,,
0,20152016,USA U18,WJC-18,17253,6,1,0,7,0,8.0,7,,,,,,,,,,,,,,,,
0,20152016,U.S. National U18 Team,USDP,19564,20,13,35,59,35,,33,,,,,,,,,,,,,,,,
0,20152016,USNTDP Juniors,USHL,52486,3,3,27,20,27,-2.0,6,,,,,,,,,,,,,,,,
0,20162017,Univ. of Michigan,NCAA,8590,12,8,33,30,33,-10.0,20,,,,,,,,,,,,,,,,
0,20172018,Univ. of Michigan,NCAA,8590,7,4,11,16,11,5.0,11,,,,,,,,,,,,,,,,
0,20172018,USA U20,WJC-20,17276,0,0,2,3,2,-1.0,0,,,,,,,,,,,,,,,,
0,20182019,Univ. of Michigan,NCAA,8590,15,16,24,36,24,8.0,31,,,,,,,,,,,,,,,,
0,20192020,Univ. of Michigan,NCAA,8590,14,9,18,33,18,10.0,23,,,,,,,,,,,,,,,,
0,20202021,Vancouver Canucks,National Hockey League,1,0,0,2,2,2,-2.0,0,3.0,0.0,0.0,0.0,0.0,28:23,6.0,0.0,00:00,27:32,0.0,0.0,0.0,00:51,1.0,40.0
0,20202021,Utica Comets,AHL,152247,7,4,17,24,17,6.0,11,,,,,,,,,,,,,,,,
0,20212022,Vancouver Canucks,National Hockey League,1,0,0,9,13,9,-3.0,0,13.0,0.0,0.0,0.0,0.0,147:25,49.0,0.0,01:31,145:02,0.0,0.0,0.0,00:52,9.0,204.0
0,20212022,Abbotsford Canucks,AHL,33767,16,9,38,46,38,7.0,25,,,,,,,,,,,,,,,,
