,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Upper OV Aces U14 AA,HEO U14 AA,156315,21,19,8,30,8,40,,,,,,,,,,,,,,,,,
0,20152016,Upper OV Aces U15 AA,HEO U15 AA,152747,24,38,4,30,4,62,,,,,,,,,,,,,,,,,
0,20162017,Team HEO,OGC-16,172737,1,3,0,5,0,4,,,,,,,,,,,,,,,,,
0,20162017,Kanata Lasers U18 AAA,HEO U18,192179,24,28,10,45,10,52,,,,,,,,,,,,,,,,,
0,20172018,Ottawa 67's,OHL,7738,1,0,0,8,0,1,0.0,,,,,,,,,,,,,,,,
0,20172018,Renfrew Wolves,CCHL,168256,25,21,24,49,24,46,,,,,,,,,,,,,,,,,
0,20182019,Ottawa 67's,OHL,7738,20,12,23,61,23,32,5.0,,,,,,,,,,,,,,,,
0,20192020,Ottawa 67's,OHL,7738,37,52,32,62,32,89,48.0,,,,,,,,,,,,,,,,
0,20202021,Rochester Americans,AHL,1047,7,2,8,15,8,9,-14.0,,,,,,,,,,,,,,,,
0,20202021,Canada U20,WJC-20,17216,4,1,0,7,0,5,10.0,,,,,,,,,,,,,,,,
0,20212022,Buffalo Sabres,National Hockey League,1,1,1,0,2,0,2,0.0,29:45,6.0,0.0,1.0,1.0,05:58,23:47,0.0,16.7,0.0,0.0,0.0,0.0,00:00,1.0,40.0
0,20212022,Rochester Americans,AHL,1047,35,26,23,45,23,61,-6.0,,,,,,,,,,,,,,,,
