,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Beauce-Appalaches Élites M15 AAA,QM15AAA,169247,20,13,42,29,42,33,
0,20172018,Beauce-Appalaches Élites M15AAAE,QM15AAA,169247,26,23,30,29,30,49,
0,20182019,Lévis Chevaliers,QM18AAA,67044,31,21,34,31,34,52,29.0
0,20182019,Team Québec,CWG,103065,5,5,2,6,2,10,
0,20182019,Team Québec Blue,QGC-16,154185,8,0,2,5,2,8,
0,20192020,Shawinigan Cataractes,QMJHL,9670,8,15,28,58,28,23,-12.0
0,20192020,Canada Red U17,WHC-17,163770,2,2,2,5,2,4,
0,20202021,Shawinigan Cataractes,QMJHL,9670,32,13,28,34,28,45,11.0
0,20212022,Shawinigan Cataractes,M-Cup,9411,2,4,2,4,2,6,1.0
0,20212022,Shawinigan Cataractes,QMJHL,9670,43,35,62,65,62,78,21.0
