,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Connecticut Yankees,Brick Invitational,170396,1,2,0.0,5,0,3,,,,,,,,,,,,,,,,,
0,20122013,New Jersey Colonials Bantam Min,AYMBHL,222091,29,17,12.0,31,12,46,,,,,,,,,,,,,,,,,
0,20142015,Westchester Express 16U,EJEPL 16U,174780,5,5,0.0,15,0,10,,,,,,,,,,,,,,,,,
0,20142015,North Jersey Avalanche 16U,AYHL 16U,202731,6,8,8.0,22,8,14,,,,,,,,,,,,,,,,,
0,20152016,North Jersey Avalanche 16U AAA,AYHL 16U,202127,13,22,16.0,24,16,35,,,,,,,,,,,,,,,,,
0,20152016,North Jersey Avalanche 16U AAA,T1EHL 16U,203246,13,17,6.0,32,6,30,,,,,,,,,,,,,,,,,
0,20162017,North Jersey Avalanche 18U AAA,AYHL 18U,46788,18,11,6.0,17,6,29,,,,,,,,,,,,,,,,,
0,20162017,North Jersey Avalanche 18U AAA,T1EHL 18U,47907,25,18,10.0,32,10,43,,,,,,,,,,,,,,,,,
0,20162017,Team Orange,USA-S17,177525,1,0,,5,,1,,,,,,,,,,,,,,,,,
0,20162017,New Jersey Jr. Titans,NAHL,190304,0,1,0.0,4,0,1,-3.0,,,,,,,,,,,,,,,,
0,20172018,Chicago Steel,USHL,9906,23,13,12.0,56,12,36,-4.0,,,,,,,,,,,,,,,,
0,20182019,Chicago Steel,USHL,9906,51,29,20.0,62,20,80,-1.0,,,,,,,,,,,,,,,,
0,20192020,Harvard Univ.,NCAA,13950,30,14,4.0,31,4,44,8.0,,,,,,,,,,,,,,,,
0,20212022,Toronto Maple Leafs,National Hockey League,1,0,1,2.0,9,2,1,-1.0,91:56,8.0,7.0,0.0,0.0,09:13,82:36,28.57,12.5,1.0,0.0,0.0,0.0,00:07,3.0,137.0
0,20212022,Harvard Univ.,NCAA,13950,24,9,8.0,28,8,33,14.0,,,,,,,,,,,,,,,,
0,20212022,USA,OG,16972,3,1,0.0,4,0,4,5.0,,,,,,,,,,,,,,,,
