,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shortHandedTimeOnIce,shifts,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,hits,powerPlayPoints,shotPct,overTimeGoals,shortHandedPoints,blocked
0,20012002,Madison Capitols Bantam Major,Bantam,162475,110,176,0,86,0,0.0,286,,,,,,,,,,,,,,,,
0,20022003,Madison Capitols 18U,Midget,48901,45,113,26,71,26,0.0,158,,,,,,,,,,,,,,,,
0,20032004,USNTDP,U-17,1,18,31,8,32,8,,49,00:00,00:00,00:00,0.0,00:00,0.0,,,,,,,,,,
0,20032004,USNTDP,NAHL,2,12,21,18,30,18,,33,00:00,00:00,00:00,0.0,00:00,0.0,,,,,,,,,,
0,20032004,United States,WJ18-A,4,3,7,6,6,6,,10,,,,0.0,,,,,,,,,,,,
0,20042005,USNTDP,U-18,1,32,41,16,31,16,,73,00:00,00:00,00:00,0.0,00:00,0.0,,,,,,,,,,
0,20042005,USNTDP,NAHL,2,14,11,21,14,21,0.0,25,00:00,00:00,00:00,0.0,00:00,0.0,5.0,2.0,0.0,,,,,,,
0,20042005,United States,WJ18-A,3,7,9,2,6,2,,16,,,,0.0,,,,,,,,,,,,
0,20052006,U. Of Minnesota,WCHA,1,33,18,28,39,28,,51,00:00,00:00,00:00,0.0,00:00,0.0,,,,,,,,,,
0,20052006,United States,WC-A,3,1,1,2,7,2,,2,,,,0.0,,,,,,,,,,,,
0,20062007,Boston Bruins,National Hockey League,1,18,11,12,70,12,-12.0,29,984:19,169:26,809:19,40.75,05:34,1292.0,1.0,0.0,0.0,170.0,12.0,5.0,6.47,0.0,0.0,19.0
0,20062007,Providence,AHL,2,0,1,2,2,2,0.0,1,,,,,,,0.0,0.0,0.0,,,,,,,
0,20062007,United States,WC-A,3,5,2,6,7,6,,7,,,,,,,,,,,,,,,,
0,20072008,Boston Bruins,National Hockey League,1,18,19,28,82,28,-6.0,37,1248:48,173:41,1069:32,42.33,05:35,1587.0,5.0,3.0,0.0,213.0,11.0,7.0,8.92,0.0,0.0,17.0
0,20072008,United States,WC-A,2,4,6,6,7,6,,10,00:00,00:00,00:00,0.0,00:00,0.0,,,,,,,,,,
0,20082009,Boston Bruins,National Hockey League,1,24,36,16,70,16,23.0,60,1159:12,166:41,976:26,48.28,16:05,1354.0,8.0,6.0,0.0,232.0,6.0,15.0,15.52,0.0,0.0,16.0
0,20092010,Toronto Maple Leafs,National Hockey League,1,25,30,21,70,21,-8.0,55,1368:10,270:35,1094:44,48.36,02:51,1516.0,8.0,5.0,0.0,297.0,13.0,16.0,10.1,1.0,0.0,13.0
0,20092010,U.S.A.,Olympics,3,1,1,0,6,0,,2,,,,0.0,,,,,,,,,,,,
