,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Richelieu Éclaireurs Bantam AA,RICBAA,150944,25,29,44,34,44,0.0,54,,,,,,,,,,,,,,,,
0,20112012,Antoine-Girouard,Minor-QC,1,13,27,52,27,52,,40,,,,,,,,,,,,,,,,
0,20112012,Antoine-Girouard,QAAA,2,1,1,4,9,4,,2,,,,,,,,,,,,,,,,
0,20122013,Antoine-Girouard,QAAA,1,25,39,22,41,22,,64,,,,,,,,,,,,,,,,
0,20132014,Shawinigan,QMJHL,1,24,9,26,64,26,-27.0,33,178.0,3.0,5.1,0.0,0.0,,,,,,,,,,,
0,20142015,Shawinigan,QMJHL,1,52,42,72,67,72,16.0,94,337.0,16.0,12.5,8.0,4.0,,,,,,,,,,,
0,20152016,Shawinigan,QMJHL,1,39,40,57,47,57,21.0,79,,15.0,,6.0,2.0,,,,,,,,,,,
0,20152016,Canada,WJC-A,2,0,1,2,5,2,0.0,1,5.0,0.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Shawinigan Cataractes,QMJHL,9670,39,40,57,47,57,21.0,79,,,,,,,,,,,,,,,,
0,20152016,Canada U20,WJC-20,17216,0,1,2,5,2,0.0,1,,,,,,,,,,,,,,,,
0,20162017,New York Islanders,National Hockey League,1,15,9,10,66,10,1.0,24,101.0,0.0,8.91,2.0,0.0,859:23,81.0,1.0,33:06,822:13,41.41,0.0,0.0,04:04,26.0,1135.0
0,20172018,New York Islanders,National Hockey League,1,15,21,16,71,16,2.0,36,132.0,3.0,15.91,2.0,0.0,1031:24,80.0,8.0,67:04,910:57,43.37,0.0,0.0,53:23,29.0,1266.0
0,20172018,Bridgeport Islanders,AHL,827,0,2,0,3,0,2.0,2,,,,,,,,,,,,,,,,
0,20172018,Canada,WC,17155,1,2,10,9,10,4.0,3,,,,,,,,,,,,,,,,
0,20182019,New York Islanders,National Hockey League,1,10,18,8,81,8,1.0,28,156.0,1.0,11.54,4.0,0.0,1186:01,87.0,2.0,133:58,1051:41,45.61,0.0,0.0,00:22,35.0,1435.0
0,20192020,New York Islanders,National Hockey League,1,21,18,15,68,15,-11.0,39,132.0,3.0,13.6,3.0,1.0,1173:41,86.0,7.0,120:49,1009:02,69.23,2.0,1.0,43:50,36.0,1505.0
0,20202021,New York Islanders,National Hockey League,1,13,15,12,47,12,15.0,28,109.0,3.0,13.8,5.0,0.0,770:51,39.0,4.0,85:09,666:53,28.57,2.0,0.0,18:49,13.0,954.0
0,20212022,New York Islanders,National Hockey League,1,22,12,12,75,12,-10.0,34,154.0,5.0,7.8,1.0,0.0,1262:30,39.0,11.0,128:44,1104:09,40.0,0.0,0.0,29:37,20.0,1577.0
