,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Saskatchewan Jr. Pats,Brick Invitational,128866,2,0,0,6,0,2,,,,,,,,,,,,,,,,,
0,20122013,Saskatchewan Jr. Pats,Brick Invitational,128866,3,3,2,6,2,6,,,,,,,,,,,,,,,,,
0,20142015,Pro Hockey Hutson Selects U12,WSI U12,206736,7,10,4,9,4,17,,,,,,,,,,,,,,,,,
0,20152016,Regina Pat Blues U15 AA,SAAHL U15,151436,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20152016,Pro Hockey Selects U13,WSI U13,206577,5,12,6,9,6,17,,,,,,,,,,,,,,,,,
0,20162017,Regina Aces U15 AA,SAAHL U15,36076,34,43,34,30,34,77,,,,,,,,,,,,,,,,,
0,20172018,Okanagan HA White U18 Prep,CSSHL U18,47046,1,1,0,3,0,2,,,,,,,,,,,,,,,,,
0,20172018,Okanagan HA U15 Prep,CSSHL U15,135473,37,46,36,30,36,83,,,,,,,,,,,,,,,,,
0,20172018,Western Canada Selects U15,WSI U15,238960,11,5,6,8,6,16,,,,,,,,,,,,,,,,,
0,20182019,Medicine Hat Tigers,WHL,9611,2,0,0,4,0,2,1.0,,,,,,,,,,,,,,,,
0,20182019,Regina Pat Canadians U18 AAA,SMAAAHL,49304,45,31,44,39,44,76,,,,,,,,,,,,,,,,,
0,20182019,Team Saskatchewan,CWG,91755,6,4,8,6,8,10,,,,,,,,,,,,,,,,,
0,20192020,Medicine Hat Tigers,WHL,9611,31,22,22,48,22,53,19.0,,,,,,,,,,,,,,,,
0,20192020,Canada White U17,WHC-17,163790,0,5,2,6,2,5,,,,,,,,,,,,,,,,,
0,20202021,Sioux Falls Stampede,USHL,9966,22,24,39,31,39,46,5.0,,,,,,,,,,,,,,,,
0,20212022,Columbus Blue Jackets,National Hockey League,1,15,16,37,79,37,31,-22.0,1082:21,148.0,98.0,0.0,2.0,67:20,980:56,46.47,10.8,3.0,0.0,0.0,0.0,34:05,43.0,1475.0
0,20212022,Canada,WC,17155,0,3,8,10,8,3,2.0,,,,,,,,,,,,,,,,
