,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Eau Claire Mem.,High-WI,1,20,2,16.0,23,16,22,,,,,,,,,,,,,,,,,
0,20082009,Team Wisconsin,UMHSEL,2,7,3,,22,,10,,,,,,,,,,,,,,,,,
0,20092010,USNTDP,USHL,1,5,0,34.0,35,34,5,24.0,0.0,0.0,0.0,0.0,-10.0,,,,,,,,,,,
0,20092010,USNTDP,U-17,2,3,0,16.0,16,16,3,,0.0,,0.0,0.0,,,,,,,,,,,,
0,20092010,USNTDP,U-18,3,0,0,2.0,1,2,0,,0.0,,0.0,0.0,,,,,,,,,,,,
0,20102011,USNTDP,USHL,1,4,2,4.0,19,4,6,9.0,0.0,22.22,0.0,0.0,6.0,,,,,,,,,,,
0,20102011,USNTDP,U-18,2,8,2,10.0,27,10,10,,,,,,,,,,,,,,,,,
0,20112012,U. of Wisconsin,WCHA,1,9,3,12.0,26,12,12,,2.0,,2.0,0.0,,,,,,,,,,,,
0,20122013,U. of Wisconsin,WCHA,1,18,3,50.0,38,50,21,,2.0,,0.0,0.0,,,,,,,,,,,,
0,20122013,U.S.A.,WJC-A,2,3,3,16.0,7,16,6,,0.0,,1.0,0.0,9.0,,,,,,,,,,,
0,20132014,Buffalo Sabres,National Hockey League,1,1,0,15.0,7,15,1,1.0,0.0,0.0,0.0,0.0,-3.0,106:30,5.0,0.0,00:21,100:04,0.0,0.0,0.0,06:05,10.0,150.0
0,20132014,U.S.A.,WC-A,3,0,0,2.0,7,2,0,7.0,0.0,,0.0,0.0,-2.0,,,,,,,,,,,
0,20132014,U. of Wisconsin,Big Ten,99,17,8,53.0,36,53,25,,3.0,,2.0,1.0,,,,,,,,,,,,
0,20142015,Buffalo Sabres,National Hockey League,1,0,0,0.0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,22:15,4.0,0.0,01:02,20:35,0.0,0.0,0.0,00:38,1.0,33.0
0,20142015,Rochester,AHL,2,24,5,50.0,57,50,29,83.0,3.0,6.0,0.0,0.0,-3.0,,,,,,,,,,,
0,20152016,Buffalo Sabres,National Hockey League,1,10,4,51.0,77,51,14,62.0,0.0,6.45,0.0,0.0,6.0,1472:03,114.0,0.0,12:25,1350:36,0.0,0.0,0.0,109:02,109.0,2019.0
0,20152016,Rochester,AHL,2,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20152016,U.S.A.,WC-A,3,1,1,0.0,8,0,2,7.0,0.0,,0.0,0.0,-3.0,,,,,,,,,,,
0,20152016,Rochester Americans,AHL,1047,0,0,0.0,1,0,0,,,,,,0.0,,,,,,,,,,,
0,20152016,USA,WC,17215,1,1,0.0,8,0,2,,,,,,-3.0,,,,,,,,,,,
0,20162017,Buffalo Sabres,National Hockey League,1,17,3,26.0,76,26,20,79.0,1.0,3.8,1.0,0.0,-7.0,1573:35,73.0,4.0,79:54,1369:11,0.0,0.0,0.0,124:30,114.0,2036.0
0,20172018,Buffalo Sabres,National Hockey League,1,9,3,26.0,53,26,12,53.0,1.0,5.66,0.0,0.0,-11.0,1033:33,110.0,1.0,31:23,900:06,0.0,0.0,0.0,102:04,79.0,1407.0
0,20182019,Buffalo Sabres,National Hockey League,1,10,4,35.0,59,35,14,64.0,0.0,6.25,0.0,1.0,-4.0,1117:45,103.0,0.0,06:00,985:14,0.0,0.0,1.0,126:31,99.0,1364.0
0,20192020,Buffalo Sabres,National Hockey League,1,10,3,41.0,66,41,13,75.0,0.0,4.0,1.0,1.0,-11.0,1222:54,91.0,0.0,03:02,1069:29,0.0,0.0,1.0,150:23,90.0,1471.0
0,20202021,Buffalo Sabres,National Hockey League,1,2,1,9.0,13,9,3,15.0,0.0,6.7,0.0,0.0,2.0,249:22,22.0,0.0,01:11,216:56,0.0,0.0,0.0,31:15,15.0,308.0
0,20212022,Chicago Blackhawks,National Hockey League,1,18,4,33.0,75,33,22,80.0,0.0,5.0,0.0,0.0,-27.0,1523:03,166.0,0.0,07:09,1325:20,0.0,0.0,0.0,190:34,167.0,1923.0
