,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20052006,Vitkovice U17,CzR-U17,1,7,2,4,22,4,9,,,,,,,,,,,,,,,,,
0,20062007,Vitkovice U17,CzR-U17,1,24,32,18,33,18,56,,,,,,,,,,,,,,,,,
0,20062007,Vitkovice Jr.,CzRep-Jr.,2,2,5,12,13,12,7,,,,,,,,,,,,,,,,,
0,20072008,Vitkovice U17,CzR-U17,1,3,2,0,4,0,5,,,,,,,,,,,,,,,,,
0,20072008,Vitkovice Jr.,CzRep-Jr.,2,18,19,28,42,28,37,,,,,,,,,,,,,,,,,
0,20082009,Vitkovice Jr.,CzRep-Jr.,1,33,23,14,42,14,56,,,,,,,,,,,,,,,,,
0,20092010,Drummondville,QMJHL,1,23,17,24,59,24,40,3.0,2.0,0.0,33.0,,,,,,,,,,,,,
0,20102011,Drummondville,QMJHL,1,57,39,24,61,24,96,15.0,7.0,2.0,37.0,263.0,14.83,,,,,,,,,,,
0,20112012,Norfolk,AHL,1,21,9,10,61,10,30,0.0,3.0,1.0,6.0,109.0,8.26,,,,,,,,,,,
0,20122013,Tampa Bay Lightning,National Hockey League,1,2,2,0,14,0,4,0.0,1.0,0.0,5.0,16.0,12.5,164:16,28.0,0.0,04:28,148:55,0.0,0.0,0.0,10:53,1.0,238.0
0,20122013,Syracuse,AHL,2,39,13,35,56,35,52,3.0,4.0,1.0,26.0,143.0,9.09,,,,,,,,,,,
0,20132014,Tampa Bay Lightning,National Hockey League,1,36,23,20,81,20,59,3.0,3.0,2.0,32.0,165.0,13.94,1460:48,146.0,11.0,131:54,1160:58,13.51,0.0,4.0,167:56,64.0,1906.0
0,20132014,Czech Republic,Olympics,2,0,0,0,4,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
0,20142015,Tampa Bay Lightning,National Hockey League,1,47,16,24,75,24,63,3.0,5.0,1.0,31.0,139.0,11.51,1307:21,124.0,11.0,175:41,998:36,28.57,1.0,2.0,133:04,50.0,1677.0
0,20152016,Tampa Bay Lightning,National Hockey League,1,24,16,20,62,20,40,1.0,4.0,2.0,10.0,117.0,13.68,1110:59,108.0,7.0,170:30,853:43,25.0,1.0,3.0,86:46,39.0,1335.0
0,20162017,Tampa Bay Lightning,National Hockey League,1,35,17,39,75,39,52,5.0,3.0,0.0,8.0,162.0,10.49,1433:48,141.0,15.0,208:05,1097:32,26.47,0.0,0.0,128:11,66.0,1807.0
0,20162017,Czechia,WCup,17056,1,0,0,3,0,1,,,,0.0,,,,,,,,,,,,,
0,20172018,Tampa Bay Lightning,National Hockey League,1,24,11,6,56,6,35,4.0,0.0,1.0,16.0,109.0,10.09,951:47,80.0,9.0,118:34,771:01,22.58,0.0,1.0,62:12,48.0,1243.0
0,20182019,Tampa Bay Lightning,National Hockey League,1,26,8,20,64,20,34,2.0,1.0,0.0,4.0,100.0,8.0,952:48,104.0,8.0,128:32,815:28,11.76,0.0,0.0,08:48,34.0,1208.0
0,20182019,Czechia,WC,17015,1,1,6,10,6,2,,,,1.0,,,,,,,,,,,,,
0,20182019,Czechia,EHT,68526,0,1,0,2,0,1,,,,2.0,,,,,,,,,,,,,
0,20192020,Tampa Bay Lightning,National Hockey League,1,24,17,22,69,22,41,4.0,2.0,1.0,25.0,128.0,13.3,1117:06,145.0,8.0,91:32,967:55,33.33,0.0,1.0,57:39,61.0,1503.0
0,20202021,Tampa Bay Lightning,National Hockey League,1,31,15,26,55,26,46,7.0,6.0,0.0,1.0,111.0,13.5,960:03,82.0,20.0,176:50,781:00,0.0,0.0,0.0,02:13,43.0,1137.0
0,20212022,Tampa Bay Lightning,National Hockey League,1,31,18,20,77,20,49,1.0,5.0,0.0,15.0,143.0,12.6,1270:15,124.0,6.0,161:54,1084:08,11.11,2.0,1.0,24:13,42.0,1624.0
