,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,HK Ruzinov 99 Bratislava U18,Slovakia U18,41777,5,3,8,28,8,0.0,8,,,,,,,,,,,,,,,,
0,20142015,Malmö Redhawks J18,J18 Allsvenskan,5944,0,1,4,10,4,1.0,1,,,,,,,,,,,,,,,,
0,20142015,Malmö Redhawks U16,U16 Elit,43756,3,0,6,12,6,,3,,,,,,,,,,,,,,,,
0,20152016,Malmö Redhawks,SHL,879,0,0,0,4,0,-1.0,0,,,,,,,,,,,,,,,,
0,20152016,Malmö Redhawks J20,J20 Nationell,5859,4,0,16,27,16,6.0,4,,,,,,,,,,,,,,,,
0,20152016,Malmö Redhawks J18,J18 Region,7148,0,0,0,4,0,2.0,0,,,,,,,,,,,,,,,,
0,20152016,Malmö Redhawks J18,J18 Nationell,7908,0,0,2,1,2,0.0,0,,,,,,,,,,,,,,,,
0,20152016,Slovakia U18,WJC-18,17353,3,0,2,5,2,1.0,3,,,,,,,,,,,,,,,,
0,20162017,Malmö Redhawks,SHL,879,0,0,0,9,0,-2.0,0,,,,,,,,,,,,,,,,
0,20162017,Malmö Redhawks J20,J20 Nationell,5859,5,4,41,32,41,10.0,9,,,,,,,,,,,,,,,,
0,20162017,Slovakia U18,WJC-18,17353,1,1,4,5,4,1.0,2,,,,,,,,,,,,,,,,
0,20162017,Slovakia U20,WJC-20,17376,0,1,4,5,4,-3.0,1,,,,,,,,,,,,,,,,
0,20172018,HV71,SHL,849,0,0,0,1,0,-1.0,0,,,,,,,,,,,,,,,,
0,20172018,IK Oskarshamn,HockeyAllsvenskan,1540,6,1,24,42,24,1.0,7,,,,,,,,,,,,,,,,
0,20172018,Slovakia,WC,17315,2,0,2,7,2,0.0,2,,,,,,,,,,,,,,,,
0,20172018,Slovakia U20,WJC-20,17376,1,1,4,5,4,0.0,2,,,,,,,,,,,,,,,,
0,20182019,HV71,SHL,849,6,1,10,45,10,1.0,7,,,,,,,,,,,,,,,,
0,20182019,Slovakia,WC,17315,1,0,0,7,0,-1.0,1,,,,,,,,,,,,,,,,
0,20182019,Slovakia U20,WJC-20,17376,4,1,2,5,2,1.0,5,,,,,,,,,,,,,,,,
0,20192020,Washington Capitals,National Hockey League,1,1,0,6,6,6,-2.0,1,95:51,7.0,14.0,0.0,0.0,00:17,90:49,0.0,0.0,0.0,0.0,0.0,0.0,04:45,2.0,130.0
0,20192020,Hershey Bears,AHL,997,10,4,32,56,32,15.0,14,,,,,,,,,,,,,,,,
0,20202021,Hershey Bears,AHL,997,14,3,29,24,29,10.0,17,,,,,,,,,,,,,,,,
0,20212022,Washington Capitals,National Hockey League,1,9,8,26,79,26,15.0,17,1552:35,96.0,251.0,0.0,0.0,02:38,1409:19,0.0,8.3,2.0,0.0,1.0,2.0,140:38,117.0,1937.0
0,20212022,Slovakia,WC,17315,0,1,2,5,2,2.0,1,,,,,,,,,,,,,,,,
