,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Calgary Bisons Bantam AAA,AMBHL,62128,8,18,4,31,4,0.0,26,,,,,,,,,,,,,,,,
0,20122013,Calgary Bisons Bantam AAA,AMBHL,62128,37,40,8,33,8,0.0,77,,,,,,,,,,,,,,,,
0,20132014,Cgy. Buffaloes,AMHL,1,20,15,22,33,22,,35,,,,,,,,,,,,,,,,
0,20142015,Cgy. Buffaloes,AMHL,1,40,33,30,34,30,,73,,,,,,,,,,,,,,,,
0,20142015,Victoria,WHL,2,2,1,0,2,0,0.0,3,8.0,0.0,12.5,0.0,0.0,,,,,,,,,,,
0,20152016,Victoria,WHL,1,39,37,16,72,16,11.0,76,,16.0,,,0.0,,,,,,,,,,,
0,20152016,Victoria Royals,WHL,98821,39,37,16,72,16,11.0,76,,,,,,,,,,,,,,,,
0,20162017,Victoria Royals,WHL,98821,40,50,50,70,50,34.0,90,,,,,,,,,,,,,,,,
0,20162017,Stockton Heat,AHL,186037,1,0,0,1,0,-1.0,1,,,,,,,,,,,,,,,,
0,20172018,Victoria Royals,WHL,98821,64,48,32,71,32,20.0,112,,,,,,,,,,,,,,,,
0,20182019,Stockton Heat,AHL,186037,25,13,2,65,2,-4.0,38,,,,,,,,,,,,,,,,
0,20192020,Stockton Heat,AHL,186037,18,15,6,38,6,-4.0,33,,,,,,,,,,,,,,,,
0,20202021,Calgary Flames,National Hockey League,1,0,0,0,1,0,0.0,0,2.0,0.0,0.0,0.0,0.0,14:19,0.0,0.0,01:53,12:26,0.0,0.0,0.0,00:00,0.0,18.0
0,20202021,Stockton Heat,AHL,186037,13,8,6,30,6,-10.0,21,,,,,,,,,,,,,,,,
0,20212022,Stockton Heat,AHL,186037,37,31,16,65,16,14.0,68,,,,,,,,,,,,,,,,
