,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,South Shore Kings,EmJHL,28334,8,1,48.0,17,48,9,
0,20122013,Noble & Greenough School,USHS-Prep,96792,8,1,,27,,9,
0,20132014,Noble & Greenough School,USHS-Prep,96792,20,8,,28,,28,
0,20132014,Cape Cod Whalers 18U AAA,MHSL U18,126264,3,1,28.0,12,28,4,
0,20142015,Dubuque Fighting Saints,USHL,12506,0,0,4.0,3,4,0,-2.0
0,20142015,Noble & Greenough School,USHS-Prep,96792,18,5,,27,,23,
0,20142015,Cape Cod Whalers 18U AAA,MHSL U18,126264,5,1,33.0,13,33,6,
0,20152016,Chicago Steel,JCWC,9380,0,0,6.0,5,6,0,3.0
0,20152016,Chicago Steel,USHL,9906,1,3,131.0,55,131,4,10.0
0,20162017,Yale Univ.,NCAA,8420,5,1,40.0,33,40,6,13.0
0,20172018,Yale Univ.,NCAA,8420,9,1,46.0,30,46,10,4.0
0,20182019,Yale Univ.,NCAA,8420,4,1,26.0,32,26,5,2.0
0,20192020,Yale Univ.,NCAA,8420,8,0,47.0,32,47,8,-3.0
0,20202021,Wilkes-Barre/Scranton Penguins,AHL,1077,4,0,26.0,22,26,4,2.0
0,20212022,Cleveland Monsters,AHL,22447,7,4,114.0,70,114,11,3.0
