,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Caledonia Corvairs,GOJHL,135742,19,15,29,48,29,34,,,,,,,,,,,,,,,,,
0,20142015,Brooks Bandits,AJHL,21072,14,6,88,53,88,20,,,,,,,,,,,,,,,,,
0,20152016,Brooks Bandits,AJHL,21072,35,25,70,46,70,60,,,,,,,,,,,,,,,,,
0,20162017,Cornell Univ.,NCAA,8960,3,6,40,30,40,9,-1.0,,,,,,,,,,,,,,,,
0,20172018,Cornell Univ.,NCAA,8960,11,6,56,28,56,17,10.0,,,,,,,,,,,,,,,,
0,20182019,Cornell Univ.,NCAA,8960,8,6,27,27,27,14,1.0,,,,,,,,,,,,,,,,
0,20192020,Cornell Univ.,NCAA,8960,7,6,12,29,12,13,16.0,,,,,,,,,,,,,,,,
0,20202021,Manitoba Moose,AHL,877,6,14,35,34,35,20,6.0,,,,,,,,,,,,,,,,
0,20202021,Florida Everblades,ECHL,2565,0,1,0,4,0,1,-2.0,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,0,0,2,1,2,0,0.0,04:06,0.0,3.0,0.0,0.0,00:00,04:06,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,8.0
0,20212022,Manitoba Moose,AHL,877,18,23,55,62,55,41,11.0,,,,,,,,,,,,,,,,
