,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,École Fadette Vert et Noir AAA R,RICBAA,153464,7,8,28,34,28,0.0,15,,,,,,,,,,,,,,,,
0,20122013,Antoine-Girouard,QAAA,1,17,5,10,40,10,,22,,,,,,,,,,,,,,,,
0,20132014,Acadie-Bathurst,QMJHL,1,16,3,26,60,26,-23.0,19,68.0,1.0,4.4,1.0,0.0,,,,,,,,,,,
0,20142015,Acadie-Bathurst,QMJHL,1,24,4,34,63,34,-40.0,28,98.0,3.0,4.1,2.0,0.0,,,,,,,,,,,
0,20152016,Acadie-Bathurst,QMJHL,1,16,10,28,52,28,-13.0,26,,3.0,,1.0,1.0,,,,,,,,,,,
0,20152016,Acadie-Bathurst Titan,QMJHL,9570,16,10,28,52,28,-13.0,26,,,,,,,,,,,,,,,,
0,20162017,Charlottetown Islanders,QMJHL,46620,37,10,34,61,34,35.0,47,,,,,,,,,,,,,,,,
0,20172018,Utica Comets,AHL,152247,15,3,16,68,16,-6.0,18,,,,,,,,,,,,,,,,
0,20182019,Vancouver Canucks,National Hockey League,1,0,0,0,8,0,-4.0,0,5.0,0.0,0.0,0.0,0.0,88:04,3.0,0.0,00:17,87:47,0.0,0.0,0.0,00:00,7.0,134.0
0,20182019,Utica Comets,AHL,152247,8,3,22,49,22,4.0,11,,,,,,,,,,,,,,,,
0,20192020,Utica Comets,AHL,152247,11,4,37,48,37,21.0,15,,,,,,,,,,,,,,,,
0,20202021,Vancouver Canucks,National Hockey League,1,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11:31,0.0,0.0,00:00,10:38,0.0,0.0,0.0,00:53,3.0,14.0
0,20202021,Utica Comets,AHL,152247,1,0,0,5,0,-5.0,1,,,,,,,,,,,,,,,,
0,20202021,Laval Rocket,AHL,222817,1,1,2,9,2,1.0,2,,,,,,,,,,,,,,,,
0,20212022,Vancouver Canucks,National Hockey League,1,0,0,0,1,0,-1.0,0,0.0,0.0,0.0,0.0,0.0,04:13,0.0,0.0,00:00,04:13,0.0,0.0,0.0,00:00,1.0,8.0
0,20212022,Abbotsford Canucks,AHL,33767,5,2,18,26,18,8.0,7,,,,,,,,,,,,,,,,
