,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Québec Blizzard M15 AAA R,QM15AA,169305,13,7,38,29,38,20,
0,20162017,Québec Blizzard Midget Espoir 2,QM17E,128331,0,2,2,4,2,2,
0,20162017,Québec Typhon U15 AAA,QM15AAA,169287,11,13,20,30,20,24,
0,20172018,Séminaire St-François Blizzard,QM18AAA,69074,19,17,16,36,16,36,5.0
0,20172018,Team Québec White,QGC-16,154195,3,4,0,5,0,7,
0,20182019,Chicoutimi Saguenéens,QMJHL,6090,9,4,12,26,12,13,-1.0
0,20182019,Rouyn-Noranda Huskies,QMJHL,9660,3,5,12,29,12,8,4.0
0,20182019,Canada Red U17,WHC-17,163770,0,2,2,6,2,2,
0,20192020,Chicoutimi Saguenéens,QMJHL,6090,12,10,24,31,24,22,11.0
0,20192020,Drummondville Voltigeurs,QMJHL,9590,15,18,30,28,30,33,2.0
0,20202021,Drummondville Voltigeurs,QMJHL,9590,12,17,32,23,32,29,0.0
0,20212022,Canada U20,WJC-20,17216,4,3,2,7,2,7,6.0
0,20212022,Saint John Sea Dogs,M-Cup,21151,1,7,4,4,4,8,6.0
0,20212022,Saint John Sea Dogs,QMJHL,21410,60,56,40,66,40,116,52.0
