,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Trångsunds IF J18,J18 Div.1,20318,21,15,12,30,12,0.0,36,,,,,,,,,,,,,,,,
0,20132014,Taby U18,Swe-U18,1,9,2,0,13,0,,11,,,,,,,,,,,,,,,,
0,20142015,AIK U18,Swe-U18,1,41,20,12,40,12,,61,,,,,,,,,,,,,,,,
0,20152016,AIK U18,Swe-U18,1,12,11,6,9,6,,23,,,,,,,,,,,,,,,,
0,20152016,AIK Jr.,Swe-Jr.,2,20,13,16,44,16,,33,,,,,,,,,,,,,,,,
0,20152016,AIK,Sweden-2,3,0,0,2,2,2,,0,,,,,,,,,,,,,,,,
0,20152016,AIK,HockeyAllsvenskan,1240,0,0,2,2,2,-1.0,0,,,,,,,,,,,,,,,,
0,20152016,AIK J20,J20 Nationell,5769,20,13,16,44,16,4.0,33,,,,,,,,,,,,,,,,
0,20152016,AIK J18,J18 Region,7068,12,7,6,8,6,3.0,19,,,,,,,,,,,,,,,,
0,20152016,AIK J18,J18 Nationell,7828,0,4,0,1,0,2.0,4,,,,,,,,,,,,,,,,
0,20162017,AIK,HockeyAllsvenskan,1240,15,9,4,45,4,2.0,24,,,,,,,,,,,,,,,,
0,20162017,AIK J20,J20 Nationell,5769,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20162017,Sweden U20,WJC-20,8596,2,1,0,7,0,4.0,3,,,,,,,,,,,,,,,,
0,20172018,Linköping HC,SHL,859,3,2,6,35,6,-2.0,5,,,,,,,,,,,,,,,,
0,20172018,Linköping HC J20,J20 Nationell,5939,0,2,4,4,4,-3.0,2,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,3,0,6,7,6,1.0,3,,,,,,,,,,,,,,,,
0,20182019,Linköping HC,SHL,859,6,4,8,45,8,-6.0,10,,,,,,,,,,,,,,,,
0,20182019,AIK,HockeyAllsvenskan,1240,1,1,4,6,4,1.0,2,,,,,,,,,,,,,,,,
0,20192020,Växjö Lakers HC,SHL,4189,10,10,6,52,6,7.0,20,,,,,,,,,,,,,,,,
0,20202021,Växjö Lakers HC,SHL,4189,15,10,14,51,14,9.0,25,,,,,,,,,,,,,,,,
0,20202021,Sweden,EHT,89816,0,0,0,1,0,-1.0,0,,,,,,,,,,,,,,,,
0,20212022,Dallas Stars,National Hockey League,1,1,0,0,3,0,2.0,1,18:36,1.0,0.0,0.0,0.0,00:32,18:04,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,31.0
0,20212022,Texas Stars,AHL,45177,13,16,4,65,4,-5.0,29,,,,,,,,,,,,,,,,
