,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Yugra Khanty-Mansiysk U16,Russia U16,185027,23,27,57,29,57,50,
0,20152016,Yugra Khanty-Mansiysk U17,Russia U17,199088,0,0,0,1,0,0,
0,20162017,Yugra Khanty-Mansiysk U17,Russia U17,199088,10,16,10,12,10,26,
0,20162017,Yugra Khanty-Mansiysk U18,Russia U18,226289,5,3,0,2,0,8,
0,20172018,Russia U18,WJC-18,17523,2,3,14,5,14,5,2.0
0,20172018,Yugra Khanty-Mansiysk,KHL,29144,0,0,0,1,0,0,-1.0
0,20172018,Russia U18 |WJAC-19|,WJAC-19,87382,1,3,0,4,0,4,
0,20172018,Mamonty Yugry,MHL,101152,12,11,8,30,8,23,16.0
0,20182019,SKA St. Petersburg,KHL,2434,0,0,0,11,0,0,0.0
0,20182019,Russia U20,WJC-20,17546,1,1,0,7,0,2,-1.0
0,20182019,SKA-Neva St. Petersburg,VHL,46357,3,3,4,19,4,6,6.0
0,20182019,SKA-1946 St. Petersburg,MHL,49762,9,10,8,14,8,19,11.0
0,20182019,SKA-Varyagi im. Morozova,MHL,176622,5,3,6,6,6,8,4.0
0,20192020,SKA St. Petersburg,KHL,2434,2,5,8,16,8,7,11.0
0,20192020,Russia U20,WJC-20,17546,1,2,2,7,2,3,2.0
0,20192020,SKA-Neva St. Petersburg,VHL,46357,5,1,10,10,10,6,1.0
0,20192020,SKA-1946 St. Petersburg,MHL,49762,1,2,0,3,0,3,0.0
0,20192020,Russia,EHT,64546,0,0,2,2,2,0,-1.0
0,20202021,SKA St. Petersburg,KHL,2434,18,13,24,55,24,31,15.0
0,20202021,Russia,WC,17485,2,1,2,8,2,3,-1.0
0,20202021,Russia,EHT,64546,3,0,0,3,0,3,2.0
0,20212022,SKA St. Petersburg,KHL,2434,4,4,4,17,4,8,2.0
0,20212022,SKA-Neva St. Petersburg,VHL,46357,15,4,14,15,14,19,8.0
0,20212022,Russia,EHT,64546,0,0,0,2,0,0,-1.0
0,20212022,HK Sochi,KHL,172104,2,1,6,5,6,3,-1.0
0,20212022,Henderson Silver Knights,AHL,307807,0,0,0,1,0,0,2.0
