,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Dynamo Moskva U16,Russia U16,184749,5,3,28,34,28,0.0,8,,,,,,,,,,,,,,,,
0,20152016,MHK Dynamo Moskva,MHL,49602,2,1,2,21,2,1.0,3,,,,,,,,,,,,,,,,
0,20152016,Dynamo Moskva U17,Russia U17,184008,11,13,12,30,12,,24,,,,,,,,,,,,,,,,
0,20162017,Russia U18,WJC-18,17523,2,0,2,7,2,-1.0,2,,,,,,,,,,,,,,,,
0,20162017,MHK Dynamo Moskva,MHL,49602,12,19,50,45,50,-4.0,31,,,,,,,,,,,,,,,,
0,20162017,Dynamo Krasnogorsk,VHL,82097,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20162017,Russia U18,Hlinka Gretzky Cup,158300,0,0,0,5,0,-3.0,0,,,,,,,,,,,,,,,,
0,20172018,Guelph Storm,OHL,6238,22,17,31,66,31,-11.0,39,,,,,,,,,,,,,,,,
0,20172018,San Antonio Rampage,AHL,8497,0,0,0,1,0,1.0,0,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,M-Cup,6021,3,3,0,4,0,0.0,6,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,OHL,6238,26,17,33,62,33,5.0,43,,,,,,,,,,,,,,,,
0,20192020,San Antonio Rampage,AHL,8497,4,5,21,59,21,-13.0,9,,,,,,,,,,,,,,,,
0,20202021,Kunlun Red Star,KHL,222584,4,7,39,45,39,-11.0,11,,,,,,,,,,,,,,,,
0,20212022,St. Louis Blues,National Hockey League,1,0,2,15,28,15,-9.0,2,300:13,43.0,69.0,0.0,0.0,00:26,298:46,33.33,4.7,0.0,0.0,0.0,0.0,01:01,21.0,393.0
0,20212022,Springfield Thunderbirds,AHL,39667,10,10,24,42,24,-2.0,20,,,,,,,,,,,,,,,,
