,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Ohio Blue Jackets  U16,T1EHL U16,98068,31,18,0,49,0,0.0,49,,,,,,,,,,,,,,,,
0,20092010,Ohio B-Jackets,T1EHL,1,30,19,24,37,24,,49,,,,,,,,,,,,,,,,
0,20092010,Indiana,USHL,2,2,1,0,5,0,-1.0,3,1.0,0.0,0.0,,,,,,,,,,,,,
0,20102011,Indiana,USHL,1,21,8,45,51,45,5.0,29,1.0,1.0,4.0,,,,,,,,,,,,,
0,20112012,Indiana,USHL,1,38,32,48,54,48,13.0,70,11.0,6.0,2.0,234.0,13.68,,,,,,,,,,,
0,20122013,Miami U.,CCHA,1,6,6,41,40,41,,12,3.0,1.0,0.0,,,,,,,,,,,,,
0,20122013,U.S.A.,WJC-A,2,2,1,2,7,2,4.0,3,0.0,1.0,0.0,,,,,,,,,,,,,
0,20132014,Miami U.,NCHC,1,17,12,59,38,59,,29,3.0,1.0,0.0,,,,,,,,,,,,,
0,20142015,Miami U.,NCHC,1,10,19,38,40,38,,29,7.0,9.0,1.0,,,,,,,,,,,,,
0,20152016,Miami U.,NCHC,1,17,6,39,36,39,5.0,23,0.0,1.0,0.0,136.0,,,,,,,,,,,,
0,20152016,Miami Univ. (Ohio),NCAA,13040,17,6,39,36,39,5.0,23,,,,,,,,,,,,,,,,
0,20162017,Boston Bruins,National Hockey League,1,1,0,2,8,2,-1.0,1,0.0,0.0,0.0,11.0,0.0,73:36,9.0,0.0,00:10,72:27,33.33,0.0,0.0,00:59,1.0,115.0
0,20162017,Providence Bruins,AHL,897,12,14,37,54,37,10.0,26,,,,,,,,,,,,,,,,
0,20172018,Boston Bruins,National Hockey League,1,8,6,40,75,40,-5.0,14,0.0,1.0,0.0,134.0,4.48,918:40,143.0,0.0,05:09,825:10,46.46,0.0,1.0,88:21,22.0,1303.0
0,20182019,Boston Bruins,National Hockey League,1,13,8,38,71,38,6.0,21,0.0,3.0,0.0,134.0,5.97,977:58,129.0,0.0,04:14,880:52,53.86,1.0,0.0,92:52,35.0,1304.0
0,20192020,Boston Bruins,National Hockey League,1,17,6,34,69,34,-2.0,23,0.0,0.0,0.0,95.0,6.3,917:02,145.0,1.0,01:49,803:06,48.75,0.0,1.0,112:07,31.0,1255.0
0,20202021,Boston Bruins,National Hockey League,1,5,4,20,47,20,-10.0,9,0.0,2.0,0.0,88.0,4.5,661:23,99.0,0.0,02:04,570:38,57.39,0.0,1.0,88:41,21.0,875.0
0,20212022,Columbus Blue Jackets,National Hockey League,1,16,14,61,77,61,2.0,30,0.0,0.0,0.0,121.0,11.6,1221:13,240.0,1.0,14:49,1024:14,49.45,0.0,1.0,182:10,51.0,1676.0
