,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Bois-Francs Cascades M15 AAA,QM15AAA,169217,7,8,6,34,6,15,
0,20162017,Marie-Rivier Canimex M17 Espoir,QM17E,128901,1,1,4,6,4,2,
0,20162017,Bois-Francs Cascades M15 AAA,QM15AAA,169217,19,19,30,27,30,38,
0,20172018,Trois-Rivières Estacades,QM18AAA,35704,24,22,6,40,6,46,18.0
0,20172018,Team Québec White,QGC-16,154195,4,1,2,5,2,5,
0,20182019,Shawinigan Cataractes,QMJHL,9670,29,25,30,64,30,54,-28.0
0,20182019,Canada White U17,WHC-17,163790,3,0,0,5,0,3,
0,20192020,Shawinigan Cataractes,QMJHL,9670,42,29,30,49,30,71,-4.0
0,20192020,Canada U18,Hlinka Gretzky Cup,144760,1,0,0,5,0,1,0.0
0,20202021,Shawinigan Cataractes,QMJHL,9670,24,19,36,28,36,43,9.0
0,20202021,Texas Stars,AHL,45177,4,1,0,6,0,5,3.0
0,20212022,Shawinigan Cataractes,M-Cup,9411,5,2,8,4,8,7,0.0
0,20212022,Shawinigan Cataractes,QMJHL,9670,48,20,30,31,30,68,23.0
