,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Toronto Marlboros Mn Mdgt AAA,GTMMHL,82393,27,22,24,66,24,0.0,49,,,,,,,,,,,,,,,,
0,20152016,Canada Red U17,WHC-17,163770,0,1,6,6,6,,1,,,,,,,,,,,,,,,,
0,20152016,Team Red,U17-Dev,178229,1,2,0,3,0,,3,,,,,,,,,,,,,,,,
0,20152016,Hamilton Bulldogs,OHL,186878,8,6,17,60,17,-14.0,14,,,,,,,,,,,,,,,,
0,20162017,Canada U18,WJC-18,17193,3,4,6,5,6,1.0,7,,,,,,,,,,,,,,,,
0,20162017,Canada U18,Hlinka Gretzky Cup,144760,1,0,4,4,4,-1.0,1,,,,,,,,,,,,,,,,
0,20162017,Hamilton Bulldogs,OHL,186878,13,12,25,54,25,0.0,25,,,,,,,,,,,,,,,,
0,20172018,Hamilton Bulldogs,M-Cup,186661,1,1,8,4,8,-2.0,2,,,,,,,,,,,,,,,,
0,20172018,Hamilton Bulldogs,OHL,186878,25,13,35,49,35,16.0,38,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,M-Cup,6021,4,1,2,4,2,0.0,5,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,OHL,6238,15,15,23,28,23,15.0,30,,,,,,,,,,,,,,,,
0,20182019,Canada U20,WJC-20,17216,0,3,0,5,0,4.0,3,,,,,,,,,,,,,,,,
0,20182019,Hamilton Bulldogs,OHL,186878,12,15,25,29,25,-5.0,27,,,,,,,,,,,,,,,,
0,20192020,Rockford IceHogs,AHL,8267,15,11,38,56,38,0.0,26,,,,,,,,,,,,,,,,
0,20202021,Chicago Blackhawks,National Hockey League,1,1,1,2,5,2,1.0,2,49:05,6.0,10.0,0.0,0.0,00:00,49:05,22.22,16.7,0.0,0.0,0.0,0.0,00:00,2.0,71.0
0,20202021,Rockford IceHogs,AHL,8267,8,4,8,22,8,-10.0,12,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,7,5,23,55,23,-16.0,12,563:27,34.0,129.0,0.0,0.0,04:40,524:08,40.0,14.7,0.0,0.0,1.0,1.0,34:39,22.0,795.0
0,20212022,Rockford IceHogs,AHL,8267,1,0,6,2,6,-1.0,1,,,,,,,,,,,,,,,,
