,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Huron-Perth MM,Minor-ON,2,0,0,0,4,0,0,,,,,,,,,,,,,,,,,
0,20112012,Huron-Perth MM,Minor-ON,1,16,7,26,25,26,23,,,,,,,,,,,,,,,,,
0,20112012,Huron-Perth Mid.,Minor-ON,2,0,1,4,2,4,1,,,,,,,,,,,,,,,,,
0,20112012,Stratford,ON-Jr.B,3,3,0,0,4,0,3,,,,,,,,,,,,,,,,,
0,20122013,Owen Sound,OHL,1,1,0,7,14,7,1,0.0,0.0,0.0,3.0,,,,,,,,,,,,,
0,20122013,Ottawa,OHL,2,3,1,18,15,18,4,0.0,0.0,0.0,-16.0,,,,,,,,,,,,,
0,20132014,Ottawa,OHL,1,21,2,64,65,64,23,1.0,1.0,0.0,-21.0,,,,,,,,,,,,,
0,20142015,Ottawa,OHL,1,23,4,62,64,62,27,2.0,0.0,0.0,11.0,,,,,,,,,,,,,
0,20152016,Ottawa,OHL,1,24,7,68,68,68,31,3.0,2.0,1.0,11.0,130.0,5.4,,,,,,,,,,,
0,20152016,Manchester,ECHL,2,1,0,0,2,0,1,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
0,20152016,Manchester Monarchs,ECHL,1055,1,0,0,2,0,1,,,,1.0,,,,,,,,,,,,,
0,20152016,Ottawa 67's,OHL,7738,24,7,68,68,68,31,,,,11.0,,,,,,,,,,,,,
0,20162017,San Jose Barracuda,AHL,187427,8,1,56,50,56,9,,,,11.0,,,,,,,,,,,,,
0,20172018,San Jose Barracuda,AHL,187427,22,6,80,67,80,28,,,,-1.0,,,,,,,,,,,,,
0,20182019,San Jose Sharks,National Hockey League,1,1,0,2,3,2,1,0.0,0.0,0.0,-1.0,0.0,0.0,29:48,1.0,0.0,00:00,28:37,0.0,0.0,0.0,01:11,2.0,41.0
0,20182019,San Jose Barracuda,AHL,187427,14,5,67,57,67,19,,,,16.0,,,,,,,,,,,,,
0,20192020,San Jose Sharks,National Hockey League,1,2,0,9,10,9,2,0.0,0.0,0.0,-2.0,9.0,0.0,107:40,18.0,0.0,00:00,100:05,0.0,0.0,0.0,07:35,5.0,154.0
0,20192020,San Jose Barracuda,AHL,187427,5,1,52,32,52,6,,,,-13.0,,,,,,,,,,,,,
0,20202021,San Jose Sharks,National Hockey League,1,0,0,2,1,2,0,0.0,0.0,0.0,-2.0,1.0,0.0,08:44,2.0,0.0,00:00,08:34,0.0,0.0,0.0,00:10,1.0,16.0
0,20202021,San Jose Barracuda,AHL,187427,4,3,18,22,18,7,,,,4.0,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,6,3,69,45,69,9,0.0,0.0,0.0,3.0,51.0,5.9,857:02,89.0,1.0,11:10,770:55,0.0,0.0,1.0,74:57,89.0,1124.0
0,20212022,Minnesota Wild,National Hockey League,2,4,1,13,21,13,5,0.0,0.0,0.0,7.0,22.0,4.5,376:08,29.0,0.0,00:37,344:27,0.0,0.0,0.0,31:04,35.0,461.0
