,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,St. Andrew's College,CISAA,57778,0,0,0,1,0,0,
0,20142015,St. Andrew's College,CISAA,57778,0,0,2,1,2,0,
0,20142015,York Simcoe Express U16 AAA,ETAHL U16,97844,19,15,24,34,24,34,
0,20142015,Team OMHA White,OGC-16,156337,2,1,10,5,10,3,
0,20152016,St. Andrew's College,CAHS,57746,28,30,74,58,74,58,
0,20152016,St. Andrew's College,CISAA,57778,9,5,22,15,22,14,
0,20162017,St. Andrew's College,CAHS,57746,42,32,47,57,47,74,
0,20162017,St. Andrew's College,CISAA,57778,9,9,15,13,15,18,
0,20172018,Chilliwack Chiefs,BCHL,13824,22,16,50,55,50,38,
0,20172018,Canada West U19,WJAC-19,87372,0,1,2,5,2,1,
0,20182019,Princeton Univ.,NCAA,16070,4,5,18,23,18,9,-7.0
0,20192020,Princeton Univ.,NCAA,16070,13,6,46,26,46,19,-9.0
0,20212022,Wilkes-Barre/Scranton Penguins,AHL,1077,0,0,2,5,2,0,-1.0
0,20212022,Princeton Univ.,NCAA,16070,12,10,34,31,34,22,-12.0
