,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Järna SK U16,U16 Div.1,149206,22,30,8,25,8,0.0,52,,,,,,,,,,,,,,,,
0,20152016,Leksands IF J20,J20 Nationell,5839,0,0,2,5,2,1.0,0,,,,,,,,,,,,,,,,
0,20152016,Leksands IF J18,J18 Region,7128,12,10,2,20,2,,22,,,,,,,,,,,,,,,,
0,20152016,Leksands IF J18,J18 Nationell,7888,10,8,6,15,6,9.0,18,,,,,,,,,,,,,,,,
0,20162017,Leksands IF,SHL,1079,0,0,0,5,0,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,Leksands IF J20,J20 Nationell,5839,12,21,35,28,35,3.0,33,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,WJC-18,8573,1,1,2,7,2,0.0,2,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,Hlinka Gretzky Cup,158290,1,1,0,5,0,1.0,2,,,,,,,,,,,,,,,,
0,20172018,Leksands IF,HockeyAllsvenskan,1510,7,8,33,33,33,8.0,15,,,,,,,,,,,,,,,,
0,20172018,Leksands IF J20,J20 Nationell,5839,13,12,12,18,12,0.0,25,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF,Champions HL,142,0,3,8,6,8,2.0,3,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF,SHL,829,12,23,8,47,8,10.0,35,,,,,,,,,,,,,,,,
0,20182019,Sweden U20,WJC-20,8596,2,4,20,5,20,3.0,6,,,,,,,,,,,,,,,,
0,20182019,Sweden,EHT,89816,0,3,2,3,2,0.0,3,,,,,,,,,,,,,,,,
0,20192020,Columbus Blue Jackets,National Hockey League,1,10,10,8,56,8,-10.0,20,687:03,97.0,52.0,5.0,8.0,75:33,611:25,30.77,10.3,4.0,1.0,0.0,0.0,00:05,17.0,907.0
0,20202021,Columbus Blue Jackets,National Hockey League,1,2,3,0,20,0,2.0,5,257:07,28.0,15.0,1.0,1.0,18:28,238:32,0.0,10.7,0.0,0.0,0.0,0.0,00:07,8.0,323.0
0,20202021,HIFK,Liiga,869,9,8,2,16,2,2.0,17,,,,,,,,,,,,,,,,
0,20212022,Columbus Blue Jackets,National Hockey League,1,5,6,4,41,4,-1.0,11,431:21,62.0,36.0,0.0,0.0,44:47,386:22,50.0,9.7,1.0,0.0,0.0,0.0,00:12,6.0,587.0
0,20212022,Sweden,WC,6815,4,1,0,8,0,1.0,5,,,,,,,,,,,,,,,,
0,20212022,Cleveland Monsters,AHL,22447,0,2,2,4,2,-3.0,2,,,,,,,,,,,,,,,,
