,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Barrie Colts U16 AAA,ETAHL U16,81584,2,1,0,6,0,3,
0,20162017,Aurora Tigers,OJHL,15880,0,0,0,2,0,0,
0,20162017,Barrie Colts U16 AAA,ETAHL U16,81584,19,29,24,33,24,48,
0,20162017,Barrie Colts U18 AAA,ETAHL U18,91845,0,0,2,2,2,0,
0,20162017,Team OMHA Black,OGC-16,156327,2,2,0,5,0,4,
0,20172018,Owen Sound Attack,OHL,9458,4,3,16,59,16,7,-3.0
0,20172018,Canada Red U17,WHC-17,163770,1,1,0,6,0,2,
0,20172018,Team Green,U17-Dev,178259,0,1,0,3,0,1,
0,20182019,Owen Sound Attack,OHL,9458,6,5,6,33,6,11,2.0
0,20182019,North Bay Battalion,OHL,149108,5,8,8,32,8,13,-4.0
0,20192020,North Bay Battalion,OHL,149108,21,21,37,51,37,42,-29.0
0,20212022,North Bay Battalion,OHL,149108,47,41,26,64,26,88,33.0
