,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20102011,Washington Little Caps 13U AAA,AYHL 13U,222359,15,23,12,32,12,38,
0,20112012,Washington Little Caps 14U AAA,AYHL 14U,205100,10,10,25,25,25,20,
0,20122013,Washington Little Caps 16U AAA,AYHL 16U,203457,13,17,12,25,12,30,
0,20122013,Washington Little Caps 16U AAA,T1EHL 16U,204576,13,11,10,40,10,24,
0,20132014,Selects Academy 16U AAA,USPHL 16U,112846,26,25,10,27,10,51,
0,20142015,Selects Academy 18U AAA,USPHL 18U,149378,39,20,6,28,6,59,
0,20152016,Tri-City Storm,USHL,28026,25,14,2,43,2,39,19.0
0,20162017,Waterloo Black Hawks,USHL,9996,16,9,4,19,4,25,8.0
0,20162017,Tri-City Storm,USHL,28026,18,13,14,36,14,31,9.0
0,20162017,USA U19,WJAC-19,87412,3,2,2,5,2,5,
0,20172018,Penn State Univ.,NCAA,21740,14,7,16,37,16,21,-1.0
0,20182019,Penn State Univ.,NCAA,21740,27,23,10,39,10,50,23.0
0,20192020,Penn State Univ.,NCAA,21740,21,11,8,30,8,32,11.0
0,20202021,Penn State Univ.,NCAA,21740,12,10,2,22,2,22,-7.0
0,20202021,San Diego Gulls,AHL,85177,10,11,8,23,8,21,13.0
0,20212022,San Diego Gulls,AHL,85177,17,23,13,62,13,40,-9.0
