,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20162017,Avangard Omsk U17,Russia U17,199108,4,0,0,2,0,4,,,,,,,,,,,,,,,,,
0,20162017,Avangard Omsk U16,Russia U16,199577,22,11,14,34,14,33,,,,,,,,,,,,,,,,,
0,20172018,Omskie Yastreby,MHL,49702,4,1,2,4,2,5,7.0,,,,,,,,,,,,,,,,
0,20172018,Avangard Omsk U17,Russia U17,199108,37,26,14,36,14,63,62.0,,,,,,,,,,,,,,,,
0,20182019,Russia U18,WJC-18,17523,1,2,4,7,4,3,0.0,,,,,,,,,,,,,,,,
0,20182019,Omskie Yastreby,MHL,49702,8,8,4,37,4,16,13.0,,,,,,,,,,,,,,,,
0,20182019,Yastreby Omsk U18,Russia U18,129629,8,7,0,8,0,15,9.0,,,,,,,,,,,,,,,,
0,20182019,Russia U18,Hlinka Gretzky Cup,158300,2,1,0,5,0,3,,,,,,,,,,,,,,,,,
0,20192020,Izhstal Izhevsk,VHL,18307,1,2,0,2,0,3,3.0,,,,,,,,,,,,,,,,
0,20192020,Omskie Yastreby,MHL,49702,42,27,16,56,16,69,32.0,,,,,,,,,,,,,,,,
0,20202021,Avangard Omsk,KHL,2304,7,10,6,32,6,17,-2.0,,,,,,,,,,,,,,,,
0,20202021,Russia U20,WJC-20,17546,0,1,0,5,0,1,-2.0,,,,,,,,,,,,,,,,
0,20202021,Russia,EHT,64546,1,2,0,3,0,3,3.0,,,,,,,,,,,,,,,,
0,20212022,Columbus Blue Jackets,National Hockey League,1,7,7,16,62,16,14,-27.0,775:11,98.0,50.0,1.0,1.0,76:14,697:50,0.0,7.1,1.0,0.0,0.0,0.0,01:07,16.0,1057.0
0,20212022,Cleveland Monsters,AHL,22447,0,1,0,1,0,1,0.0,,,,,,,,,,,,,,,,
