,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Boston Jr. Bruins,Brick Invitational,128876,2,3,2.0,6,2,5,,,,,,,,,,,,,,,,,
0,20152016,Northeast Elite U15,WSI U15,225400,0,0,0.0,2,0,0,,,,,,,,,,,,,,,,,
0,20162017,Dexter Southfield School,USHS-Prep,70972,13,13,,29,,26,,,,,,,,,,,,,,,,,
0,20162017,Cape Cod Whalers 16U AAA,MHSL U16,153713,10,15,2.0,13,2,25,,,,,,,,,,,,,,,,,
0,20162017,Team Columbia,USA-S15,225063,0,0,0.0,3,0,0,,,,,,,,,,,,,,,,,
0,20172018,U.S. National U18 Team,USDP,19564,0,0,0.0,1,0,0,1.0,,,,,,,,,,,,,,,,
0,20172018,U.S. National U17 Team,USDP,19734,47,29,30.0,61,30,76,24.0,,,,,,,,,,,,,,,,
0,20172018,USNTDP Juniors,USHL,52486,23,12,14.0,34,14,35,9.0,,,,,,,,,,,,,,,,
0,20172018,USA U17,WHC-17,61270,6,3,2.0,6,2,9,,,,,,,,,,,,,,,,,
0,20182019,USA U18,WJC-18,17253,9,3,0.0,7,0,12,6.0,,,,,,,,,,,,,,,,
0,20182019,U.S. National U18 Team,USDP,19564,48,33,28.0,64,28,81,27.0,,,,,,,,,,,,,,,,
0,20182019,USNTDP Juniors,USHL,52486,26,17,16.0,28,16,43,14.0,,,,,,,,,,,,,,,,
0,20192020,Boston College,NCAA,9670,17,9,8.0,34,8,26,16.0,,,,,,,,,,,,,,,,
0,20202021,Boston College,NCAA,9670,20,11,4.0,22,4,31,15.0,,,,,,,,,,,,,,,,
0,20202021,USA U20,WJC-20,17276,2,5,2.0,7,2,7,3.0,,,,,,,,,,,,,,,,
0,20202021,Iowa Wild,AHL,149087,12,6,2.0,14,2,18,5.0,,,,,,,,,,,,,,,,
0,20212022,Minnesota Wild,National Hockey League,1,24,15,10.0,47,10,39,17.0,723:02,113.0,23.0,3.0,10.0,110:17,612:17,37.5,13.3,2.0,0.0,0.0,0.0,00:28,24.0,784.0
0,20212022,USA,WC,17215,2,1,2.0,5,2,3,0.0,,,,,,,,,,,,,,,,
0,20212022,Iowa Wild,AHL,149087,6,4,6.0,10,6,10,0.0,,,,,,,,,,,,,,,,
