,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Lac St-Louis Grenadiers M15AAA R,QM15AA,154185,0,1,0,4,0,1,
0,20162017,Lac St-Louis Grenadiers M15 AAA,QM15AAA,169177,17,16,28,30,28,33,
0,20172018,Châteauguay Grenadiers,QM18AAA,112564,1,1,2,7,2,2,0.0
0,20172018,Lac St-Louis Grenadiers M17 AAA,QM17E,137341,13,10,45,14,45,23,
0,20182019,Team Québec,CWG,103065,3,10,4,6,4,13,
0,20182019,Châteauguay Grenadiers,QM18AAA,112564,31,21,72,41,72,52,9.0
0,20182019,Team Québec Blue,QGC-16,154185,6,2,2,5,2,8,
0,20192020,Moncton Wildcats,QMJHL,9630,33,20,70,55,70,53,34.0
0,20192020,Canada Black U17,WHC-17,163780,3,0,6,5,6,3,
0,20202021,Halifax Mooseheads,QMJHL,9610,20,19,47,33,47,39,-7.0
0,20212022,Halifax Mooseheads,QMJHL,9610,34,22,64,46,64,56,-1.0
