,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Hedemora SK J18,J18 Div.1,30798,4,2,2,7,2,0.0,6,,,,,,,,,,,,,,,,
0,20122013,Hedemora SK U16,U16 Div.1,147766,29,24,6,19,6,0.0,53,,,,,,,,,,,,,,,,
0,20132014,Hedemora SK,Division 1,3023,0,0,0,2,0,0.0,0,,,,,,,,,,,,,,,,
0,20132014,Hedemora SK J20,J20 Elit,27235,1,0,0,3,0,0.0,1,,,,,,,,,,,,,,,,
0,20132014,Hedemora SK J18,J18 Div.1,30798,9,12,4,11,4,0.0,21,,,,,,,,,,,,,,,,
0,20132014,Hedemora SK U16,U16 Elit,148026,17,32,14,26,14,0.0,49,,,,,,,,,,,,,,,,
0,20142015,Brynäs IF J20,SuperElit,4583,1,1,0,7,0,-1.0,2,,,,,,,,,,,,,,,,
0,20142015,Brynäs IF J18,J18 Elit,5984,24,19,10,20,10,27.0,43,,,,,,,,,,,,,,,,
0,20152016,Brynäs IF,SHL,819,1,0,2,8,2,2.0,1,,,,,,,,,,,,,,,,
0,20152016,Brynäs IF J20,J20 Nationell,5789,35,23,8,38,8,23.0,58,,,,,,,,,,,,,,,,
0,20152016,Brynäs IF J18,J18 Region,7078,2,0,2,3,2,,2,,,,,,,,,,,,,,,,
0,20152016,Brynäs IF J18,J18 Nationell,7838,2,2,2,2,2,3.0,4,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,WJC-18,8573,1,2,2,7,2,-1.0,3,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,Hlinka Gretzky Cup,158290,1,0,4,5,4,-2.0,1,,,,,,,,,,,,,,,,
0,20162017,Brynäs IF,SHL,819,6,0,2,16,2,6.0,6,,,,,,,,,,,,,,,,
0,20162017,Timrå IK,HockeyAllsvenskan,1340,9,3,0,19,0,0.0,12,,,,,,,,,,,,,,,,
0,20162017,Brynäs IF J20,J20 Nationell,5789,5,10,6,15,6,7.0,15,,,,,,,,,,,,,,,,
0,20172018,Brynäs IF,Champions HL,132,1,0,2,5,2,0.0,1,,,,,,,,,,,,,,,,
0,20172018,Brynäs IF,SHL,819,10,3,2,23,2,-1.0,13,,,,,,,,,,,,,,,,
0,20172018,Brynäs IF J20,J20 Nationell,5789,5,0,2,4,2,4.0,5,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,0,1,2,6,2,3.0,1,,,,,,,,,,,,,,,,
0,20182019,Brynäs IF,SHL,819,22,13,14,51,14,6.0,35,,,,,,,,,,,,,,,,
0,20182019,Sweden,EHT,89816,2,0,0,5,0,0.0,2,,,,,,,,,,,,,,,,
0,20192020,New Jersey Devils,National Hockey League,1,0,4,8,35,8,-11.0,4,383:14,41.0,37.0,1.0,1.0,28:02,354:50,31.25,9.8,0.0,0.0,0.0,0.0,00:22,16.0,514.0
0,20192020,Binghamton Devils,AHL,233827,3,8,12,19,12,4.0,11,,,,,,,,,,,,,,,,
0,20202021,New Jersey Devils,National Hockey League,1,3,4,2,28,2,-5.0,7,312:20,34.0,15.0,0.0,0.0,13:39,298:40,38.36,11.8,1.0,0.0,0.0,0.0,00:01,10.0,463.0
0,20202021,Timrå IK,HockeyAllsvenskan,1340,7,3,0,13,0,3.0,10,,,,,,,,,,,,,,,,
0,20202021,Binghamton Devils,AHL,233827,5,2,0,8,0,-3.0,7,,,,,,,,,,,,,,,,
0,20212022,New Jersey Devils,National Hockey League,1,13,10,10,56,10,-9.0,23,735:14,74.0,31.0,0.0,1.0,27:38,698:16,37.33,13.5,1.0,0.0,0.0,0.0,09:20,16.0,1087.0
0,20212022,Utica Comets,AHL,152247,6,2,2,7,2,6.0,8,,,,,,,,,,,,,,,,
