,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Burnsville High,USHS-MN,28588,10,1,12.0,25,12,11,,,,,,,,,,,,,,,,,
0,20132014,Burnsville High,USHS-MN,28588,21,6,14.0,24,14,27,,,,,,,,,,,,,,,,,
0,20132014,B16 - Blue (Final 54),MNHP-16,282994,0,0,,3,,0,,,,,,,,,,,,,,,,,
0,20142015,Burnsville High,USHS-MN,28588,24,8,13.0,24,13,32,,,,,,,,,,,,,,,,,
0,20142015,Team MAP South Hockey,UMHSEHL,58198,12,4,6.0,20,6,16,,,,,,,,,,,,,,,,,
0,20142015,Team Orange,USA-S17,177525,0,0,,5,,0,,,,,,,,,,,,,,,,,
0,20142015,B17 - Red (Final 54),MNHP-17,283055,1,0,,3,,1,,,,,,,,,,,,,,,,,
0,20152016,Cedar Rapids RoughRiders,USHL,8756,30,14,50.0,56,50,44,14.0,,,,,,,,,,,,,,,,
0,20152016,USA U19,WJAC-19,87412,0,0,2.0,5,2,0,,,,,,,,,,,,,,,,,
0,20162017,St. Cloud State Univ.,NCAA,8290,16,5,25.0,32,25,21,-7.0,,,,,,,,,,,,,,,,
0,20162017,USA U20,WJC-20,17276,1,0,0.0,7,0,1,3.0,,,,,,,,,,,,,,,,
0,20172018,St. Cloud State Univ.,NCAA,8290,20,3,12.0,40,12,23,-2.0,,,,,,,,,,,,,,,,
0,20182019,St. Cloud State Univ.,NCAA,8290,28,6,38.0,39,38,34,30.0,,,,,,,,,,,,,,,,
0,20192020,St. Cloud State Univ.,NCAA,8290,18,7,48.0,33,48,25,-8.0,,,,,,,,,,,,,,,,
0,20202021,Boston Bruins,National Hockey League,1,0,0,0.0,3,0,0,-3.0,61:55,5.0,2.0,0.0,0.0,06:10,54:32,0.0,0.0,0.0,0.0,0.0,0.0,01:13,5.0,73.0
0,20202021,Providence Bruins,AHL,897,9,1,6.0,19,6,10,5.0,,,,,,,,,,,,,,,,
0,20202021,Jacksonville Icemen,ECHL,41615,0,0,0.0,2,0,0,1.0,,,,,,,,,,,,,,,,
0,20212022,Boston Bruins,National Hockey League,1,0,1,0.0,6,0,1,-3.0,96:11,5.0,8.0,1.0,1.0,03:10,92:54,0.0,20.0,0.0,0.0,0.0,0.0,00:07,5.0,126.0
0,20212022,Providence Bruins,AHL,897,17,6,10.0,46,10,23,-2.0,,,,,,,,,,,,,,,,
