,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20042005,Airdrie CFR Bisons,AMHL,36977,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20052006,Airdrie CFR Bisons,AMHL,36977,13,6,14,36,14,0.0,19,,,,,,,,,,,,,,,,
0,20062007,Swift Current Broncos,WHL,8506,3,0,0,3,0,3.0,3,,,,,,,,,,,,,,,,
0,20072008,Swift Current Broncos,WHL,8506,21,7,4,71,4,2.0,28,,,,,,,,,,,,,,,,
0,20082009,Swift Current,WHL,1,44,22,16,71,16,27.0,66,2.0,3.0,1.0,,,,,,,,,,,,,
0,20092010,Swift Current,WHL,1,46,32,19,72,19,1.0,78,8.0,1.0,1.0,,,,,,,,,,,,,
0,20102011,Swift Current,WHL,1,47,20,18,63,18,,67,,,,,,,,,,,,,,,,
0,20102011,Abbotsford,AHL,2,3,1,2,8,2,,4,,,,,,,,,,,,,,,,
0,20112012,Utah,ECHL,1,18,6,6,26,6,-2.0,24,3.0,,0.0,,,,,,,,,,,,,
0,20112012,Abbotsford,AHL,2,1,1,6,22,6,-7.0,2,0.0,0.0,0.0,20.0,5.0,,,,,,,,,,,
0,20122013,Idaho,ECHL,1,33,13,16,34,16,7.0,46,4.0,,2.0,,,,,,,,,,,,,
0,20122013,Texas,AHL,2,14,16,4,38,4,16.0,30,5.0,4.0,0.0,101.0,15.84,,,,,,,,,,,
0,20132014,Texas,AHL,1,35,12,8,74,8,21.0,47,0.0,3.0,1.0,161.0,7.5,,,,,,,,,,,
0,20142015,Texas,AHL,1,26,24,22,65,22,0.0,50,7.0,3.0,0.0,148.0,16.2,,,,,,,,,,,
0,20152016,Texas,AHL,1,35,11,10,52,10,3.0,46,2.0,0.0,2.0,97.0,11.3,,,,,,,,,,,
0,20152016,Texas Stars,AHL,45177,35,11,10,52,10,3.0,46,,,,,,,,,,,,,,,,
0,20162017,Dallas Stars,National Hockey League,1,2,0,2,9,2,0.0,2,0.0,0.0,0.0,11.0,0.0,94:14,1.0,1.0,00:53,92:20,55.07,0.0,0.0,01:01,0.0,144.0
0,20162017,Texas Stars,AHL,45177,20,8,8,49,8,2.0,28,,,,,,,,,,,,,,,,
0,20172018,Texas Stars,AHL,45177,28,13,18,65,18,-6.0,41,,,,,,,,,,,,,,,,
0,20182019,Dallas Stars,National Hockey League,1,1,0,0,11,0,-4.0,1,0.0,0.0,0.0,9.0,0.0,139:21,11.0,0.0,10:54,128:27,52.54,0.0,0.0,00:00,7.0,206.0
0,20182019,Texas Stars,AHL,45177,40,13,12,62,12,-6.0,53,,,,,,,,,,,,,,,,
0,20192020,Dallas Stars,National Hockey League,1,3,3,8,29,8,-3.0,6,0.0,1.0,0.0,29.0,10.3,317:41,25.0,0.0,35:37,279:46,43.75,0.0,0.0,02:18,12.0,474.0
0,20192020,Texas Stars,AHL,45177,3,0,2,3,2,0.0,3,,,,,,,,,,,,,,,,
0,20202021,Dallas Stars,National Hockey League,1,4,1,6,27,6,-4.0,5,0.0,0.0,0.0,27.0,3.7,298:55,17.0,1.0,32:02,262:38,50.0,0.0,0.0,04:15,3.0,433.0
0,20212022,Vancouver Canucks,National Hockey League,1,2,2,2,22,2,-3.0,4,0.0,0.0,0.0,17.0,11.8,210:54,10.0,0.0,08:42,194:34,52.5,0.0,0.0,07:38,9.0,324.0
0,20212022,Abbotsford Canucks,AHL,33767,9,5,0,15,0,1.0,14,,,,,,,,,,,,,,,,
