,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20162017,Ottawa Valley Titans U15 AAA,HEO U15,132436,1,3,6,5,6,4,,,,,,,,,,,,,,,,,
0,20162017,Ottawa Valley Titans U14 AAA,HEO U14,132444,20,27,32,27,32,47,,,,,,,,,,,,,,,,,
0,20172018,Ottawa Valley Titans U15 AAA,HEO U15,132436,34,49,40,30,40,83,,,,,,,,,,,,,,,,,
0,20172018,Pembroke Lumber Kings U18 AAA,HEO U18,192219,3,2,2,4,2,5,,,,,,,,,,,,,,,,,
0,20182019,Pembroke Lumber Kings,CCHL,21706,4,3,6,5,6,7,,,,,,,,,,,,,,,,,
0,20182019,Team Ontario,CWG,94475,2,2,16,6,16,4,,,,,,,,,,,,,,,,,
0,20182019,Team HEO,OGC-16,172737,0,1,6,4,6,1,,,,,,,,,,,,,,,,,
0,20182019,Pembroke Lumber Kings U18 AAA,HEO U18,192219,32,47,109,41,109,79,,,,,,,,,,,,,,,,,
0,20182019,Pembroke Lumber Kings U18 AAA,TCQ-O,192939,3,5,4,4,4,8,,,,,,,,,,,,,,,,,
0,20192020,Peterborough Petes,OHL,9468,13,29,31,57,31,42,-4.0,,,,,,,,,,,,,,,,
0,20192020,Canada White U17,WHC-17,163790,1,2,8,6,8,3,,,,,,,,,,,,,,,,,
0,20202021,Olten,SL,3897,2,9,6,13,6,11,4.0,,,,,,,,,,,,,,,,
0,20202021,Canada U18,WJC-18,17193,6,5,10,7,10,11,10.0,,,,,,,,,,,,,,,,
0,20212022,Anaheim Ducks,National Hockey League,1,1,2,2,9,2,3,3.0,117:43,12.0,8.0,0.0,1.0,17:52,96:43,0.0,16.7,1.0,0.0,0.0,0.0,03:08,6.0,159.0
0,20212022,Peterborough Petes,OHL,9468,1,6,11,5,11,7,3.0,,,,,,,,,,,,,,,,
0,20212022,Canada,OG,16922,1,0,2,5,2,1,1.0,,,,,,,,,,,,,,,,
0,20212022,Canada U20,WJC-20,17216,9,8,2,7,2,17,13.0,,,,,,,,,,,,,,,,
0,20212022,San Diego Gulls,AHL,85177,1,1,4,3,4,2,1.0,,,,,,,,,,,,,,,,
0,20212022,Hamilton Bulldogs,M-Cup,186661,2,6,2,5,2,8,1.0,,,,,,,,,,,,,,,,
0,20212022,Hamilton Bulldogs,OHL,186878,26,14,20,24,20,40,27.0,,,,,,,,,,,,,,,,
