,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,HC Vitkovice U18,Czech U18,38002,0,0,2,1,2,0.0,0,,,,,,,,,,,,,,,,
0,20082009,Vitkovice U17,CzR-U17,1,9,6,12,33,12,,15,,,,,,,,,,,,,,,,
0,20092010,Vitkovice U18,CzR-U18,1,20,22,47,28,47,,42,,,,,,,,,,,,,,,,
0,20092010,Vitkovice Jr.,CzRep-Jr.,2,5,5,16,23,16,,10,,,,,,,,,,,,,,,,
0,20092010,Sydney,Australia,3,1,0,0,4,0,,1,,,,,,,,,,,,,,,,
0,20102011,Vitkovice U18,CzR-U18,1,10,4,22,10,22,,14,,,,,,,,,,,,,,,,
0,20102011,Vitkovice Jr.,CzRep-Jr.,2,22,20,20,37,20,,42,,,,,,,,,,,,,,,,
0,20102011,Sydney,Australia,3,1,1,6,3,6,,2,,,,,,,,,,,,,,,,
0,20112012,Vitkovice Jr.,CzRep-Jr.,1,6,14,16,14,16,,20,,,,,,,,,,,,,,,,
0,20112012,Vitkovice,CzRep,2,5,4,8,34,8,,9,,,,,,,,,,,,,,,,
0,20112012,Olomouc,CzRep-2,3,1,0,4,2,4,,1,,,,,,,,,,,,,,,,
0,20122013,Sumperk,CzRep-2,1,1,0,2,3,2,,1,,,,,,,,,,,,,,,,
0,20122013,Vitkovice Jr.,CzRep-Jr.,2,12,12,42,13,42,,24,,,,,,,,,,,,,,,,
0,20122013,Vitkovice,CzRep,3,1,0,27,20,27,,1,,,,,,,,,,,,,,,,
0,20122013,Youngstown,USHL,4,20,7,63,29,63,4.0,27,84.0,2.0,8.3,0.0,0.0,,,,,,,,,,,
0,20132014,Hershey,AHL,1,6,5,40,43,40,-3.0,11,75.0,1.0,6.7,0.0,0.0,,,,,,,,,,,
0,20142015,Hershey,AHL,1,3,1,30,28,30,2.0,4,30.0,0.0,3.3,0.0,0.0,,,,,,,,,,,
0,20142015,South Carolina,ECHL,2,2,2,0,6,0,1.0,4,19.0,1.0,10.5,,0.0,,,,,,,,,,,
0,20152016,Hershey,AHL,1,24,17,41,73,41,20.0,41,118.0,2.0,14.4,1.0,0.0,,,,,,,,,,,
0,20152016,Hershey Bears,AHL,997,24,17,41,73,41,20.0,41,,,,,,,,,,,,,,,,
0,20162017,Hershey Bears,AHL,997,12,11,33,58,33,11.0,23,,,,,,,,,,,,,,,,
0,20172018,Washington Capitals,National Hockey League,1,0,1,4,7,4,1.0,1,4.0,0.0,25.0,0.0,0.0,64:21,13.0,0.0,01:05,60:50,0.0,0.0,0.0,02:26,0.0,91.0
0,20172018,Edmonton Oilers,National Hockey League,2,0,0,2,2,2,-1.0,0,2.0,0.0,0.0,0.0,0.0,20:40,5.0,0.0,00:09,20:05,0.0,0.0,0.0,00:26,1.0,29.0
0,20172018,Hershey Bears,AHL,997,13,9,36,40,36,-8.0,22,,,,,,,,,,,,,,,,
0,20182019,Washington Capitals,National Hockey League,1,1,0,2,3,2,1.0,1,2.0,0.0,0.0,0.0,0.0,24:26,5.0,0.0,01:13,21:56,0.0,0.0,0.0,01:17,0.0,32.0
0,20182019,Hershey Bears,AHL,997,22,17,54,58,54,-8.0,39,,,,,,,,,,,,,,,,
0,20192020,St. Louis Blues,National Hockey League,1,1,1,4,5,4,-2.0,2,6.0,0.0,16.7,0.0,0.0,55:39,10.0,0.0,00:00,55:39,100.0,0.0,0.0,00:00,1.0,78.0
0,20192020,San Antonio Rampage,AHL,8497,13,19,29,46,29,-3.0,32,,,,,,,,,,,,,,,,
0,20202021,St. Louis Blues,National Hockey League,1,0,1,2,8,2,-4.0,1,10.0,0.0,10.0,0.0,0.0,107:59,14.0,0.0,00:11,105:13,40.0,0.0,0.0,02:35,6.0,139.0
0,20202021,Utica Comets,AHL,152247,0,2,6,4,6,-1.0,2,,,,,,,,,,,,,,,,
0,20212022,St. Louis Blues,National Hockey League,1,4,8,2,30,2,1.0,12,38.0,0.0,21.1,2.0,0.0,346:16,58.0,0.0,00:15,345:02,34.78,0.0,0.0,00:59,22.0,452.0
0,20212022,Springfield Thunderbirds,AHL,39667,25,19,24,47,24,7.0,44,,,,,,,,,,,,,,,,
