,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Little Caesars 14U AAA,HPHL 14U,142999,3,11,4.0,23,4,14,
0,20132014,Belle Tire 14U AAA,T1EHL 14U,123344,19,10,8.0,28,8,29,
0,20142015,Honeybaked 16U AAA,HPHL 16U,104461,8,5,20.0,26,20,13,
0,20152016,Des Moines Buccaneers,USHL,9926,11,3,32.0,57,32,14,-5.0
0,20152016,Team White,USA-S16,177964,1,1,6.0,5,6,2,
0,20162017,Tri-City Storm,USHL,28026,18,12,38.0,59,38,30,-4.0
0,20162017,Team Orange,USA-S17,177525,2,2,,5,,4,
0,20172018,Muskegon Lumberjacks,USHL,6276,18,17,36.0,36,36,35,8.0
0,20182019,Quinnipiac Univ.,NCAA,21340,9,14,20.0,38,20,23,5.0
0,20192020,Quinnipiac Univ.,NCAA,21340,10,15,36.0,34,36,25,9.0
0,20202021,Quinnipiac Univ.,NCAA,21340,3,5,12.0,9,12,8,2.0
0,20212022,Manitoba Moose,AHL,877,0,0,0.0,3,0,0,1.0
0,20212022,Quinnipiac Univ.,NCAA,21340,18,16,45.0,42,45,34,27.0
