,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Strathroy Rockets,GOJHL,55582,0,1,2,3,2,1,
0,20162017,Elgin Middlesex Chiefs U16 AAA,ALLIANCE U16,71364,12,10,84,29,84,22,
0,20162017,Team ALLIANCE,OGC-16,154277,1,0,6,5,6,1,
0,20172018,Team White,U17-Dev,178269,2,1,4,3,4,3,
0,20172018,Hamilton Bulldogs,OHL,186878,1,2,28,28,28,3,-1.0
0,20182019,Hamilton Bulldogs,OHL,186878,7,6,96,67,96,13,-19.0
0,20192020,Hamilton Bulldogs,OHL,186878,12,8,107,60,107,20,-15.0
0,20202021,Stockton Heat,AHL,186037,0,0,2,3,2,0,0.0
0,20212022,Kitchener Rangers,OHL,9418,10,6,64,39,64,16,-6.0
0,20212022,Hamilton Bulldogs,OHL,186878,1,5,44,23,44,6,0.0
