,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Chicago Mission Bantam Minor AAA,T1EMBHL,141690,20,18,22,29,22,0.0,38,,,,,,,,,,,,,,,,
0,20112012,Chicago Mission Bantam Major AAA,HPBHL,141295,17,14,14,23,14,0.0,31,,,,,,,,,,,,,,,,
0,20122013,Chi. Mission U16,HPHL,1,14,12,10,25,10,,26,,,,,,,,,,,,,,,,
0,20132014,USNTDP,USHL,1,12,11,6,34,6,-9.0,23,72.0,2.0,15.3,2.0,1.0,,,,,,,,,,,
0,20132014,USNTDP,U-17,2,11,8,19,20,19,,19,,,,,,,,,,,,,,,,
0,20142015,USNTDP,USHL,1,15,15,10,25,10,16.0,30,72.0,3.0,20.8,1.0,1.0,,,,,,,,,,,
0,20142015,USNTDP,U-18,2,19,16,12,41,12,,35,,,,,,,,,,,,,,,,
0,20152016,Windsor,OHL,1,50,40,34,66,34,,90,,,,,,,,,,,,,,,,
0,20152016,Springfield,AHL,2,1,2,0,6,0,-6.0,3,24.0,2.0,8.3,0.0,0.0,,,,,,,,,,,
0,20152016,Springfield Falcons,AHL,927,1,2,0,6,0,-6.0,3,,,,,,,,,,,,,,,,
0,20152016,Windsor Spitfires,OHL,9508,50,40,34,66,34,35.0,90,,,,,,,,,,,,,,,,
0,20162017,Arizona Coyotes,National Hockey League,1,0,3,0,7,0,0.0,3,10.0,0.0,30.0,1.0,0.0,86:17,9.0,0.0,00:00,84:44,0.0,0.0,0.0,01:33,0.0,115.0
0,20162017,Tucson Roadrunners,AHL,218897,27,20,28,57,28,-17.0,47,,,,,,,,,,,,,,,,
0,20172018,Arizona Coyotes,National Hockey League,1,18,15,14,79,14,-17.0,33,154.0,5.0,9.74,3.0,0.0,1098:29,109.0,8.0,170:36,926:12,17.24,2.0,0.0,01:41,23.0,1572.0
0,20182019,Arizona Coyotes,National Hockey League,1,7,11,27,71,27,-13.0,18,116.0,0.0,9.48,0.0,0.0,935:02,124.0,0.0,116:53,817:22,28.57,0.0,0.0,00:47,19.0,1332.0
0,20192020,Arizona Coyotes,National Hockey League,1,3,6,16,56,16,2.0,9,83.0,0.0,7.2,1.0,0.0,617:10,140.0,0.0,05:18,611:44,27.27,0.0,0.0,00:08,22.0,928.0
0,20202021,Arizona Coyotes,National Hockey League,1,8,3,6,52,6,-10.0,11,47.0,0.0,6.4,0.0,0.0,662:58,148.0,1.0,19:21,549:24,50.0,0.0,0.0,94:13,27.0,962.0
0,20212022,Arizona Coyotes,National Hockey League,1,5,5,14,53,14,-15.0,10,76.0,1.0,6.6,0.0,0.0,694:57,91.0,1.0,53:54,596:54,34.08,0.0,0.0,44:09,22.0,997.0
