,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Little Caesars Bantam Major AAA,HPBHL,142475,1,7,10,15,10,0.0,8,,,,,,,,,,,,,,,,
0,20122013,Little Caesars U16,HPHL U16,93514,7,11,43,25,43,0.0,18,,,,,,,,,,,,,,,,
0,20132014,Tor. Jr. Can. MM,GTHL,1,27,16,28,29,28,,43,,,,,,,,,,,,,,,,
0,20142015,Sarnia,OHL,1,17,16,37,42,37,-11.0,33,8.0,2.0,1.0,,,,,,,,,,,,,
0,20152016,Sarnia,OHL,1,38,11,51,62,51,23.0,49,8.0,2.0,0.0,199.0,5.5,,,,,,,,,,,
0,20152016,Canada,WJ18-A,2,3,1,8,7,8,5.0,4,0.0,0.0,0.0,27.0,,,,,,,,,,,,
0,20152016,Sarnia Sting,OHL,9498,38,11,51,62,51,23.0,49,,,,,,,,,,,,,,,,
0,20152016,Canada U18,WJC-18,17193,3,1,8,7,8,5.0,4,,,,,,,,,,,,,,,,
0,20162017,Arizona Coyotes,National Hockey League,1,13,7,47,68,47,-14.0,20,1.0,0.0,0.0,86.0,8.14,1133:20,109.0,2.0,35:08,1020:37,0.0,0.0,0.0,77:35,99.0,1470.0
0,20172018,Arizona Coyotes,National Hockey League,1,10,4,16,50,16,2.0,14,2.0,1.0,0.0,102.0,3.92,1012:30,74.0,4.0,101:50,900:43,0.0,0.0,0.0,09:57,72.0,1208.0
0,20182019,Arizona Coyotes,National Hockey League,1,15,5,28,53,28,-12.0,20,3.0,0.0,0.0,117.0,4.27,1073:30,74.0,8.0,134:53,935:55,0.0,0.0,0.0,02:42,77.0,1235.0
0,20192020,Arizona Coyotes,National Hockey League,1,14,12,38,63,38,4.0,26,5.0,2.0,0.0,149.0,8.1,1413:23,75.0,8.0,138:22,1180:14,0.0,0.0,0.0,94:47,95.0,1683.0
0,20202021,Arizona Coyotes,National Hockey League,1,23,18,42,56,42,-6.0,41,5.0,3.0,0.0,176.0,10.2,1309:44,59.0,14.0,154:21,1100:19,0.0,1.0,0.0,55:04,89.0,1480.0
0,20212022,Arizona Coyotes,National Hockey League,1,14,7,47,47,47,-20.0,21,1.0,2.0,0.0,141.0,5.0,1080:45,51.0,1.0,88:38,910:38,0.0,1.0,0.0,81:29,66.0,1229.0
