,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,St. Catharines Falcons,GOJHL,27532,0,0,0,1,0,0,
0,20152016,Southern Tier Admirals U16 AAA,SCTA U16,124222,13,19,66,34,66,32,
0,20162017,Windsor Spitfires,OHL,9508,2,2,6,41,6,4,-5.0
0,20162017,St. Catharines Falcons,GOJHL,27532,3,5,26,11,26,8,
0,20172018,Windsor Spitfires,OHL,9508,7,10,42,67,42,17,-17.0
0,20182019,Windsor Spitfires,OHL,9508,24,20,34,58,34,44,-11.0
0,20192020,Windsor Spitfires,OHL,9508,38,29,38,62,38,67,13.0
0,20202021,Cleveland Monsters,AHL,22447,13,11,2,23,2,24,8.0
0,20212022,Cleveland Monsters,AHL,22447,26,11,32,71,32,37,-6.0
