,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Varyagi im. Morozova U17,Russia U17,197678,0,0,0,1,0,0,
0,20162017,Varyagi im. Morozova U16,Russia U16,189807,1,2,0,5,0,3,
0,20172018,CSKA Moskva U16,Russia U16,184907,3,3,6,10,6,6,
0,20172018,Varyagi im. Morozova U16,Russia U16,189807,2,3,2,7,2,5,
0,20172018,CSKA Moskva U18,Russia U18,259189,0,0,0,1,0,0,
0,20182019,Sioux Falls Stampede,USHL,9966,4,0,12,34,12,4,0.0
0,20182019,Russia U17,WHC-17,61290,1,0,14,6,14,1,
0,20192020,Univ. of Connecticut,NCAA,14180,9,2,16,34,16,11,-7.0
0,20192020,Russia U18 |WJAC-19|,WJAC-19,87382,1,0,2,5,2,1,
0,20202021,Univ. of Connecticut,NCAA,14180,5,1,4,16,4,6,5.0
0,20202021,Russia U20,WJC-20,17546,0,0,2,7,2,0,-2.0
0,20202021,Stockton Heat,AHL,186037,0,0,4,6,4,0,0.0
0,20212022,Saint John Sea Dogs,M-Cup,21151,2,1,4,4,4,3,1.0
0,20212022,Saint John Sea Dogs,QMJHL,21410,11,2,14,25,14,13,21.0
0,20212022,Stockton Heat,AHL,186037,0,0,13,12,13,0,-4.0
