,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Philadelphia Flyers Elite 13UAAA,AYHL 13U,222329,11,5,16.0,17,16,16,
0,20172018,Philadelphia Flyers Elite 14UAAA,AYHL 14U,142570,25,12,24.0,20,24,37,
0,20172018,West Coast Selects U15 2,WSI U15,259840,4,4,4.0,7,4,8,
0,20182019,Avon Old Farms School,USHS-Prep,28392,14,9,,26,,23,
0,20182019,Team Red,USA-S15,178013,1,0,4.0,4,4,1,
0,20192020,U.S. National U17 Team,USDP,19734,17,9,98.0,43,98,26,-2.0
0,20192020,USNTDP Juniors,USHL,52486,7,4,47.0,24,47,11,-3.0
0,20192020,USA U17,WHC-17,61270,3,1,16.0,6,16,4,
0,20202021,U.S. National U18 Team,USDP,19564,5,9,30.0,14,30,14,0.0
0,20202021,U.S. National U17 Team,USDP,19734,0,3,8.0,2,8,3,
0,20202021,USNTDP Juniors,USHL,52486,2,3,13.0,5,13,5,-1.0
0,20212022,Boston Univ.,NCAA,6890,1,2,34.0,17,34,3,-6.0
0,20212022,Ottawa 67's,OHL,7738,7,7,22.0,24,22,14,-7.0
