,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Moose Jaw Warriors U18 AAA,SMAAAHL,79814,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20092010,Brainerd,High-MN,1,30,20,72,25,72,50,,,,,,,,,,,,,,,,,
0,20102011,Team North,UMHSEL,1,7,8,49,21,49,15,,,,,,,,,,,,,,,,,
0,20102011,Brainerd,High-MN,2,46,27,40,25,40,73,,,,,,,,,,,,,,,,,
0,20112012,Nebraska-Omaha,WCHA,1,5,10,33,36,33,15,1.0,0.0,0.0,,,,,,,,,,,,,,
0,20112012,U.S.A.,WJC-A,2,2,0,6,6,6,2,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,
0,20122013,Nebraska-Omaha,WCHA,1,17,19,34,39,34,36,3.0,1.0,1.0,,,,,,,,,,,,,,
0,20132014,Nebraska-Omaha,NCHC,1,14,29,62,37,62,43,8.0,6.0,0.0,,,,,,,,,,,,,,
0,20132014,Wilkes-Barre,AHL,2,0,1,13,7,13,1,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,,,,,
0,20142015,Wilkes-Barre,AHL,1,8,5,24,45,24,13,2.0,0.0,0.0,-1.0,75.0,6.7,,,,,,,,,,,
0,20142015,Wheeling,ECHL,2,4,7,4,9,4,11,0.0,,0.0,4.0,43.0,16.3,,,,,,,,,,,
0,20152016,Pittsburgh Penguins,National Hockey League,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,05:02,1.0,0.0,00:00,05:02,0.0,0.0,0.0,00:00,1.0,8.0
0,20152016,Wilkes-Barre,AHL,2,9,9,75,69,75,18,0.0,1.0,0.0,1.0,115.0,7.8,,,,,,,,,,,
0,20152016,Wilkes-Barre/Scranton Penguins,AHL,1077,9,9,75,69,75,18,,,,1.0,,,,,,,,,,,,,
0,20162017,Pittsburgh Penguins,National Hockey League,1,0,3,4,10,4,3,0.0,0.0,1.0,3.0,11.0,27.27,108:39,28.0,0.0,00:12,103:23,0.0,0.0,1.0,05:04,2.0,163.0
0,20162017,Wilkes-Barre/Scranton Penguins,AHL,1077,13,16,54,61,54,29,,,,25.0,,,,,,,,,,,,,
0,20172018,Pittsburgh Penguins,National Hockey League,1,0,0,0,3,0,0,0.0,0.0,0.0,0.0,3.0,0.0,31:05,9.0,0.0,00:00,26:51,0.0,0.0,0.0,04:14,3.0,44.0
0,20172018,Arizona Coyotes,National Hockey League,2,6,5,25,39,25,11,0.0,0.0,0.0,-2.0,39.0,12.82,470:37,77.0,0.0,06:47,430:42,38.46,0.0,0.0,33:08,13.0,716.0
0,20172018,Wilkes-Barre/Scranton Penguins,AHL,1077,2,1,4,6,4,3,,,,-4.0,,,,,,,,,,,,,
0,20182019,Arizona Coyotes,National Hockey League,1,10,12,15,68,15,22,0.0,1.0,0.0,1.0,92.0,13.04,922:37,161.0,0.0,04:10,809:36,32.43,0.0,1.0,108:51,39.0,1397.0
0,20192020,Edmonton Oilers,National Hockey League,1,9,12,12,62,12,21,0.0,3.0,2.0,-8.0,64.0,18.8,820:21,165.0,0.0,03:24,675:20,0.0,1.0,3.0,141:37,44.0,1113.0
0,20202021,Edmonton Oilers,National Hockey League,1,6,7,37,52,37,13,0.0,0.0,0.0,2.0,62.0,11.3,704:19,192.0,0.0,02:53,588:00,50.0,0.0,0.0,113:26,35.0,953.0
0,20212022,Edmonton Oilers,National Hockey League,1,1,0,7,8,7,1,0.0,0.0,0.0,-2.0,4.0,0.0,72:20,27.0,0.0,00:45,59:55,50.0,0.0,0.0,11:40,2.0,110.0
