,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,St. John's Hitmen,NLBAAAHL,183567,15,33,36,28,36,48,,,,,,,,,,,,,,,,,
0,20152016,St. Andrew's College,CAHS,57746,3,2,2,9,2,5,,,,,,,,,,,,,,,,,
0,20152016,St. Andrew's College,CISAA,57778,2,0,2,2,2,2,,,,,,,,,,,,,,,,,
0,20152016,Pro Hockey Selects U15,WSI U15,206260,5,5,6,7,6,10,,,,,,,,,,,,,,,,,
0,20162017,Aurora Tigers,OJHL,15880,1,0,10,1,10,1,,,,,,,,,,,,,,,,,
0,20162017,St. Andrew's College,CAHS,57746,0,1,0,2,0,1,,,,,,,,,,,,,,,,,
0,20162017,St. Andrew's College,CISAA,57778,0,1,0,2,0,1,,,,,,,,,,,,,,,,,
0,20162017,York Simcoe Express U16 AAA,ETAHL U16,97844,31,43,14,33,14,74,,,,,,,,,,,,,,,,,
0,20162017,Team Newfoundland,QGC-16,154245,2,5,0,5,0,7,,,,,,,,,,,,,,,,,
0,20172018,Victoria Grizzlies,BCHL,21014,44,22,10,45,10,66,0.0,,,,,,,,,,,,,,,,
0,20172018,Canada Black U17,WHC-17,163780,3,1,4,5,4,4,,,,,,,,,,,,,,,,,
0,20172018,Team Black,U17-Dev,178209,4,0,2,3,2,4,,,,,,,,,,,,,,,,,
0,20182019,Canada U18,WJC-18,17193,5,5,0,7,0,10,6.0,,,,,,,,,,,,,,,,
0,20182019,Victoria Grizzlies,BCHL,21014,64,38,21,53,21,102,,,,,,,,,,,,,,,,,
0,20182019,Canada West U19,WJAC-19,87372,4,0,0,6,0,4,,,,,,,,,,,,,,,,,
0,20192020,Boston College,NCAA,9670,23,19,8,34,8,42,28.0,,,,,,,,,,,,,,,,
0,20202021,Colorado Avalanche,National Hockey League,1,3,0,2,6,2,3,5.0,82:04,8.0,3.0,0.0,0.0,06:01,75:05,43.24,0.0,0.0,0.0,0.0,0.0,00:58,1.0,109.0
0,20202021,Colorado Eagles,AHL,8957,4,5,4,8,4,9,-2.0,,,,,,,,,,,,,,,,
0,20202021,Boston College,NCAA,9670,9,7,8,12,8,16,-1.0,,,,,,,,,,,,,,,,
0,20202021,Canada U20,WJC-20,17216,3,3,2,6,2,6,8.0,,,,,,,,,,,,,,,,
0,20212022,Colorado Avalanche,National Hockey League,1,20,13,12,71,12,33,11.0,963:04,113.0,40.0,3.0,6.0,97:41,859:20,34.69,11.5,5.0,0.0,0.0,0.0,06:03,36.0,1262.0
0,20212022,Colorado Eagles,AHL,8957,7,4,2,10,2,11,-1.0,,,,,,,,,,,,,,,,
