,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,East Coast Selects Q U12,WSI U12,206716,0,3,2,5,2,3,
0,20132014,Ottawa Senators Minor Bantam AAA,OEMBHL,132070,0,0,0,2,0,0,
0,20142015,Ottawa Senators Bantam AAA,OEBHL,131949,4,5,10,7,10,9,
0,20142015,Ottawa Senators Minor Bantam AAA,OEMBHL,132070,23,56,87,27,87,79,
0,20152016,East Coast Selects Q U15,WSI U15,206210,4,10,6,7,6,14,
0,20162017,Markham Royals,OJHL,54700,0,0,0,1,0,0,
0,20162017,Toronto Marlboros U16 AAA,U16 AAA,82673,54,82,52,81,52,136,
0,20162017,Toronto Marlboros U16 AAA,GTHL U16,82870,15,36,16,33,16,51,
0,20162017,Team GTHL Red,OGC-16,154287,2,3,2,5,2,5,
0,20172018,Ottawa 67's,OHL,7738,11,14,26,63,26,25,-16.0
0,20172018,Canada White U17,WHC-17,163790,4,2,4,6,4,6,
0,20172018,Team White,U17-Dev,178269,0,0,0,3,0,0,
0,20182019,Ottawa 67's,OHL,7738,11,23,34,55,34,34,7.0
0,20182019,Canada U18,Hlinka Gretzky Cup,144760,1,2,0,5,0,3,
0,20192020,Ottawa 67's,OHL,7738,8,9,6,16,6,17,15.0
0,20202021,HC Nove Zamky,Slovakia,22878,1,0,6,6,6,1,-1.0
0,20202021,Binghamton Devils,AHL,233827,10,8,12,31,12,18,-5.0
0,20212022,Utica Comets,AHL,152247,14,10,30,52,30,24,2.0
