,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Pursuit of Excellence Bantm Prep,OMAHA,135011,7,12,32,36,32,19,
0,20132014,Pursuit of Excellence Bantam T2,OMAHA,139601,14,25,40,23,40,39,
0,20142015,Pursuit of Excellence Varsity,CSSVHL,99972,4,7,4,6,4,11,
0,20142015,Pursuit of Excellence Bantm Prep,CSSBHL,134899,5,12,30,16,30,17,
0,20152016,Krylia Sovetov Moskva U16,Russia U16,190787,0,0,2,2,2,0,
0,20152016,CIHA White U18 AAA,HEO U18,199269,30,38,48,46,48,68,
0,20162017,Peterborough Petes,OHL,9468,6,5,20,53,20,11,-5.0
0,20162017,Russia U17,WHC-17,61290,0,1,4,6,4,1,
0,20172018,Peterborough Petes,OHL,9468,17,30,41,66,41,47,-18.0
0,20182019,Guelph Storm,M-Cup,6021,2,0,0,4,0,2,-1.0
0,20182019,Guelph Storm,OHL,6238,6,3,4,8,4,9,8.0
0,20182019,Peterborough Petes,OHL,9468,12,7,20,29,20,19,-13.0
0,20192020,Guelph Storm,OHL,6238,51,45,66,63,66,96,24.0
0,20202021,Väsby IK,HockeyAllsvenskan,4130,1,2,4,12,4,3,-3.0
0,20202021,Toronto Marlies,AHL,13377,6,6,4,13,4,12,0.0
0,20212022,Toronto Marlies,AHL,13377,5,3,10,31,10,8,-9.0
0,20212022,Newfoundland Growlers,ECHL,258575,11,9,6,14,6,20,1.0
