,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Krefelder EV 1981 U16,Schüler-BL,69385,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20152016,Krefelder EV 1981 U16,Schler-BL,69385,28,33,8,27,8,61,,,,,,,,,,,,,,,,,
0,20162017,Krefelder EV 1981 U16,Schler-BL,69385,46,37,26,32,26,83,,,,,,,,,,,,,,,,,
0,20172018,Germany U18,WJC-18 D1A,17695,3,1,2,5,2,4,3.0,,,,,,,,,,,,,,,,
0,20172018,Jungadler Mannheim U19,DNL,177485,29,18,8,25,8,47,,,,,,,,,,,,,,,,,
0,20182019,Germany U18,WJC-18 D1A,17695,7,2,12,5,12,9,2.0,,,,,,,,,,,,,,,,
0,20182019,Jungadler Mannheim U20,DNL U20,267516,32,23,30,21,30,55,,,,,,,,,,,,,,,,,
0,20192020,Adler Mannheim,Champions HL,1302,3,2,0,8,0,5,3.0,,,,,,,,,,,,,,,,
0,20192020,Adler Mannheim,DEL,1358,27,7,12,41,12,34,4.0,,,,,,,,,,,,,,,,
0,20192020,Germany U20,WJC-20,17716,5,0,2,5,2,5,-2.0,,,,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,17,12,14,53,14,29,-18.0,834:12,111.0,50.0,4.0,9.0,152:06,682:06,29.63,10.8,2.0,0.0,0.0,0.0,00:00,15.0,1012.0
0,20202021,Germany U20,WJC-20,17716,5,5,8,5,8,10,-4.0,,,,,,,,,,,,,,,,
0,20212022,Ottawa Senators,National Hockey League,1,36,22,37,79,37,58,-27.0,1454:30,176.0,125.0,7.0,26.0,256:03,1188:03,38.05,12.5,4.0,1.0,1.0,1.0,10:24,52.0,1678.0
0,20212022,Germany,WC,17655,2,0,4,3,4,2,0.0,,,,,,,,,,,,,,,,
