,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Mississauga Rebels Mn Mdgt AAA,GTMMHL,79643,10,4,8,31,8,0,14,,,,,,,,,,,,,,,,
0,20142015,St. Michael's Buzzers,OJHL,19007,1,0,2,2,2,0,1,,,,,,,,,,,,,,,,
0,20142015,Mississauga Rebels Midget AAA,GTHL,62425,5,1,8,24,8,0,6,,,,,,,,,,,,,,,,
0,20152016,Owen Sound Attack,OHL,9458,6,10,19,45,19,-5,16,,,,,,,,,,,,,,,,
0,20162017,Owen Sound Attack,OHL,9458,36,2,24,60,24,26,38,,,,,,,,,,,,,,,,
0,20172018,Owen Sound Attack,OHL,9458,34,15,12,40,12,19,49,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,M-Cup,6021,5,2,2,4,2,3,7,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,OHL,6238,12,8,6,17,6,20,20,,,,,,,,,,,,,,,,
0,20182019,Owen Sound Attack,OHL,9458,14,3,19,18,19,8,17,,,,,,,,,,,,,,,,
0,20192020,Ontario Reign,AHL,26957,12,2,20,39,20,-7,14,,,,,,,,,,,,,,,,
0,20202021,Ontario Reign,AHL,26957,16,4,32,39,32,1,20,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,24,3,55,64,55,-9,27,1254:03,119.0,74.0,2.0,15.0,158:22,1015:36,0.0,2.5,0.0,0.0,0.0,1.0,80:05,121.0,1429.0
0,20212022,Ontario Reign,AHL,26957,11,5,20,13,20,13,16,,,,,,,,,,,,,,,,
