,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Hollyburn Huskies Bantam A1-T1,PCBHL,141644,25,12,30,54,30,37,,,,,,,,,,,,,,,,,
0,20142015,Vancouver NW Hawks,BCMML,47402,0,0,2,4,2,0,,,,,,,,,,,,,,,,,
0,20152016,Everett Silvertips,WHL,16391,4,4,10,48,10,8,1.0,,,,,,,,,,,,,,,,
0,20162017,Everett Silvertips,WHL,16391,13,6,29,72,29,19,16.0,,,,,,,,,,,,,,,,
0,20172018,Everett Silvertips,WHL,16391,25,6,20,72,20,31,12.0,,,,,,,,,,,,,,,,
0,20182019,Everett Silvertips,WHL,16391,32,12,20,67,20,44,26.0,,,,,,,,,,,,,,,,
0,20192020,Everett Silvertips,WHL,16391,28,22,35,38,35,50,29.0,,,,,,,,,,,,,,,,
0,20192020,Stockton Heat,AHL,186037,0,0,0,9,0,0,-4.0,,,,,,,,,,,,,,,,
0,20202021,Cleveland Monsters,AHL,22447,12,3,14,28,14,15,3.0,,,,,,,,,,,,,,,,
0,20212022,Columbus Blue Jackets,National Hockey League,1,0,1,0,8,0,1,1.0,78:08,4.0,9.0,0.0,0.0,00:17,76:51,0.0,25.0,0.0,0.0,0.0,0.0,01:00,6.0,101.0
0,20212022,Cleveland Monsters,AHL,22447,32,13,33,62,33,45,-12.0,,,,,,,,,,,,,,,,
