,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Pointe-Lévy Corsaires U15 AAA,QBAAA,168046,0,0,0,1,0,0,
0,20142015,Pointe-Lévy Corsaires Bntm AAA R,QBAA,169091,5,2,6,28,6,7,
0,20152016,Pointe-Lévy Corsaires M17 Espoir,QM17E,160971,0,0,0,3,0,0,
0,20152016,Pointe-Lévy Corsaires M15 AAA,QM15AAA,169227,8,11,12,33,12,19,
0,20162017,Lévis Chevaliers,QM18AAA,67044,12,4,4,40,4,16,0.0
0,20162017,Team Québec Blue,QGC-16,154185,1,2,0,5,0,3,
0,20172018,Val-d'Or Foreurs,QMJHL,9680,11,1,12,61,12,12,-35.0
0,20172018,Canada Black U17,WHC-17,163780,1,0,2,5,2,1,
0,20172018,Team Black,U17-Dev,178209,0,0,0,3,0,0,
0,20182019,Val-d'Or Foreurs,QMJHL,9680,24,8,36,68,36,32,-33.0
0,20182019,Canada U18,Hlinka Gretzky Cup,144760,1,1,2,5,2,2,
0,20192020,Val-d'Or Foreurs,QMJHL,9680,29,11,22,62,22,40,-11.0
0,20202021,Val-d'Or Foreurs,QMJHL,9680,17,5,14,36,14,22,19.0
0,20212022,Belleville Senators,AHL,227817,13,6,4,48,4,19,-8.0
