,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Connecticut Yankees,Brick Invitational,170396,5,8,2.0,6,2,13,,,,,,,,,,,,,,,,,
0,20162017,Avon Old Farms School,USHS-Prep,28392,24,18,,28,,42,,,,,,,,,,,,,,,,,
0,20162017,Team Black,USA-S15,177983,0,2,,3,,2,,,,,,,,,,,,,,,,,
0,20172018,U.S. National U17 Team,USDP,19734,39,20,42.0,56,42,59,,,,,,,,,,,,,,,,,
0,20172018,USNTDP Juniors,USHL,52486,21,11,32.0,31,32,32,7.0,,,,,,,,,,,,,,,,
0,20172018,USA U17,WHC-17,61270,4,2,4.0,6,4,6,,,,,,,,,,,,,,,,,
0,20182019,USA U18,WJC-18,17253,9,0,2.0,5,2,9,8.0,,,,,,,,,,,,,,,,
0,20182019,U.S. National U18 Team,USDP,19564,61,26,94.0,60,94,87,,,,,,,,,,,,,,,,,
0,20182019,USNTDP Juniors,USHL,52486,26,14,34.0,27,34,40,18.0,,,,,,,,,,,,,,,,
0,20192020,Boston Univ.,NCAA,6890,25,11,43.0,33,43,36,8.0,,,,,,,,,,,,,,,,
0,20192020,USA U20,WJC-20,17276,9,0,4.0,5,4,9,6.0,,,,,,,,,,,,,,,,
0,20202021,Anaheim Ducks,National Hockey League,1,10,3,12.0,24,12,13,6.0,369:32,53.0,7.0,0.0,0.0,51:48,317:19,43.75,5.7,0.0,0.0,0.0,0.0,00:25,4.0,465.0
0,20202021,USA U20,WJC-20,17276,11,7,0.0,7,0,18,9.0,,,,,,,,,,,,,,,,
0,20202021,San Diego Gulls,AHL,85177,11,10,12.0,17,12,21,7.0,,,,,,,,,,,,,,,,
0,20212022,Anaheim Ducks,National Hockey League,1,38,23,50.0,75,50,61,-21.0,1343:02,181.0,56.0,9.0,17.0,197:05,1144:51,39.89,12.7,5.0,1.0,0.0,0.0,01:06,27.0,1580.0
