,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Latvia Selects U14,WSI U14,206458,7,4,6,7,6,11,
0,20152016,SK Riga 15,Latvia U16,231015,36,30,34,27,34,66,
0,20162017,SK Riga 16,Latvia U18,110037,27,16,32,28,32,43,
0,20162017,SK Riga 16,Russia U16,110357,13,13,44,28,44,26,
0,20162017,Latvia Selects U15,WSI U15,206380,0,1,0,5,0,1,
0,20172018,HS Riga 17,Latvia2,97909,5,2,2,6,2,7,
0,20172018,HS Riga 17,Russia U17,98228,12,5,24,12,24,17,
0,20172018,HS Riga 16,Latvia U18,110037,2,0,4,1,4,2,
0,20182019,Latvia U18,WJC-18,17463,1,1,12,5,12,2,-2.0
0,20182019,Latvia U20,WJC-20 D1A,17487,0,0,2,5,2,0,0.0
0,20182019,HS Riga,Latvia,29312,8,6,56,28,56,14,
0,20182019,HS Riga 17,Latvia2,97909,5,5,12,9,12,10,
0,20182019,HS Riga 17,Russia U17,98228,3,3,2,4,2,6,
0,20192020,Baie-Comeau Drakkar,QMJHL,9580,22,13,43,60,43,35,-17.0
0,20192020,Latvia U20,WJC-20 D1A,17487,0,0,8,5,8,0,0.0
0,20202021,Baie-Comeau Drakkar,QMJHL,9580,4,2,9,9,9,6,-10.0
0,20202021,Zemgale,Latvia,14372,7,3,14,12,14,10,
0,20212022,Baie-Comeau Drakkar,QMJHL,9580,18,6,6,19,6,24,14.0
0,20212022,Saint John Sea Dogs,M-Cup,21151,4,1,4,4,4,5,2.0
0,20212022,Saint John Sea Dogs,QMJHL,21410,24,12,21,37,21,36,15.0
