,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Hotchkiss School,USHS-Prep,46428,20,8,0,24,0,0.0,28,,,,,,,,,,,,,,,,
0,20082009,U. Of Michigan,CCHA,1,4,6,33,35,33,,10,,,,,,,,,,,,,,,,
0,20092010,U. Of Michigan,CCHA,1,14,7,39,45,39,,21,,,,,,,,,,,,,,,,
0,20102011,U. of Michigan,CCHA,1,10,8,26,44,26,,18,,,,,,,,,,,,,,,,
0,20112012,U. of Michigan,CCHA,1,11,10,24,41,24,,21,,,,,,,,,,,,,,,,
0,20112012,Providence,AHL,2,0,0,0,3,0,0.0,0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20122013,Toledo,ECHL,1,7,14,27,27,27,13.0,21,,,,,,,,,,,,,,,,
0,20122013,Grand Rapids,AHL,2,18,8,50,51,50,12.0,26,77.0,0.0,10.39,1.0,1.0,,,,,,,,,,,
0,20132014,Detroit Red Wings,National Hockey League,1,6,1,22,56,22,-8.0,7,54.0,0.0,1.85,0.0,0.0,779:11,92.0,0.0,05:43,621:12,48.53,0.0,0.0,152:16,38.0,1132.0
0,20132014,Grand Rapids,AHL,2,7,5,18,18,18,8.0,12,26.0,0.0,19.2,1.0,0.0,,,,,,,,,,,
0,20142015,Detroit Red Wings,National Hockey League,1,6,12,34,82,34,5.0,18,104.0,1.0,11.54,2.0,0.0,1207:04,147.0,1.0,11:53,918:24,51.87,0.0,0.0,276:47,73.0,1748.0
0,20152016,Detroit Red Wings,National Hockey League,1,13,8,46,81,46,4.0,21,88.0,0.0,9.09,3.0,0.0,1180:48,143.0,0.0,07:42,918:41,54.58,0.0,0.0,254:25,71.0,1764.0
0,20162017,Detroit Red Wings,National Hockey League,1,11,3,26,74,26,-10.0,14,76.0,0.0,3.95,0.0,0.0,955:43,150.0,1.0,06:31,781:15,54.05,0.0,0.0,167:57,62.0,1459.0
0,20172018,Detroit Red Wings,National Hockey League,1,8,11,17,69,17,-14.0,19,88.0,1.0,12.5,2.0,2.0,910:44,137.0,1.0,05:13,718:03,58.03,0.0,3.0,187:28,83.0,1385.0
0,20182019,Detroit Red Wings,National Hockey League,1,13,10,15,78,15,2.0,23,102.0,0.0,9.8,1.0,1.0,1231:31,198.0,0.0,09:30,1024:50,55.67,0.0,3.0,197:11,102.0,1818.0
0,20182019,USA,WC,17215,2,0,0,8,0,3.0,2,,,,,,,,,,,,,,,,
0,20192020,Detroit Red Wings,National Hockey League,1,3,6,14,60,14,-29.0,9,76.0,0.0,7.9,1.0,1.0,921:16,147.0,0.0,06:57,741:33,56.14,0.0,1.0,172:46,68.0,1323.0
0,20202021,Detroit Red Wings,National Hockey League,1,9,6,20,54,20,3.0,15,67.0,0.0,9.0,1.0,0.0,799:26,68.0,0.0,05:17,663:13,60.88,0.0,0.0,130:56,57.0,1152.0
0,20212022,Dallas Stars,National Hockey League,1,7,9,15,82,15,-17.0,16,116.0,0.0,7.8,1.0,0.0,1157:29,179.0,0.0,03:00,972:33,58.7,0.0,2.0,181:56,59.0,1804.0
