,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20152016,Starbulls Rosenheim U16,Schler-BL,69325,7,13,4,28,4,20,,,,,,,,,,,,,,,,,
0,20162017,Starbulls Rosenheim U16,Schler-BL,69325,37,35,10,36,10,72,,,,,,,,,,,,,,,,,
0,20172018,Starbulls Rosenheim U16,Schler-BL,69325,39,47,6,23,6,86,51.0,,,,,,,,,,,,,,,,
0,20172018,Starbulls Rosenheim U19,DNL,177395,16,13,4,18,4,29,,,,,,,,,,,,,,,,,
0,20182019,Germany U18,WJC-18 D1A,17695,2,3,0,5,0,5,4.0,,,,,,,,,,,,,,,,
0,20182019,Eisbären Juniors Berlin U20,DNL U20,267526,31,11,4,32,4,42,,,,,,,,,,,,,,,,,
0,20182019,Eisbären Juniors Berlin U17,Germany U17,267726,3,3,0,4,0,6,,,,,,,,,,,,,,,,,
0,20192020,Eisbären Berlin,DEL,1388,12,12,0,42,0,24,-2.0,,,,,,,,,,,,,,,,
0,20192020,Germany U20,WJC-20,17716,2,3,0,7,0,5,0.0,,,,,,,,,,,,,,,,
0,20202021,Eisbären Berlin,DEL,1388,17,10,6,38,6,27,10.0,,,,,,,,,,,,,,,,
0,20202021,Germany,WC,17655,4,2,0,9,0,6,5.0,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,1,0,0,11,0,1,-8.0,145:09,15.0,0.0,0.0,0.0,16:42,128:27,34.78,0.0,0.0,0.0,0.0,0.0,00:00,3.0,191.0
0,20212022,Rockford IceHogs,AHL,8267,36,21,6,56,6,57,-5.0,,,,,,,,,,,,,,,,
0,20212022,Germany,WC,17655,3,2,0,4,0,5,0.0,,,,,,,,,,,,,,,,
