,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20172018,Dynamo Minsk Selects U15,WSI U15,260060,3,4,4,5,4,7,
0,20182019,Tsitadel Brest,Belarus Vysshaya,28307,2,7,8,19,8,9,
0,20182019,Team Belarus U17,Belarus Vysshaya,230197,2,2,0,10,0,4,
0,20192020,Team Belarus U18,Belarus2,230188,2,1,6,5,6,3,0.0
0,20192020,Team Belarus U17,Belarus Vysshaya,230197,6,13,8,16,8,19,0.0
0,20192020,Team Belarus U20,Belarus2,230368,10,13,16,32,16,23,5.0
0,20202021,Belarus,WC,17735,0,0,0,3,0,0,-3.0
0,20202021,Belarus U18,WJC-18,17773,0,6,4,5,4,6,-4.0
0,20202021,Dinamo-Molodechno,Belarus,172564,0,1,0,6,0,1,0.0
0,20202021,Minskie Zubry,Belarus Vysshaya,230207,24,28,40,37,40,52,8.0
0,20212022,Rouyn-Noranda Huskies,QMJHL,9660,0,0,2,1,2,0,-1.0
0,20212022,Abbotsford Canucks,AHL,33767,10,8,33,62,33,18,-8.0
