,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Indiana Jr. Ice 16U,NAPHL 16U,121097,8,7,18,20,18,15,,,,,,,,,,,,,,,,,
0,20112012,Indiana Jr. Ice 16U,NAPHL 16U,121097,14,4,23,18,23,18,,,,,,,,,,,,,,,,,
0,20122013,Indiana Ice,USHL,21748,0,0,2,4,2,0,-3.0,,,,,,,,,,,,,,,,
0,20122013,Corpus Christi IceRays,NAHL,72018,6,4,53,42,53,10,16.0,,,,,,,,,,,,,,,,
0,20132014,Tri-City Storm,USHL,27178,1,1,7,20,7,2,-8.0,,,,,,,,,,,,,,,,
0,20132014,Corpus Christi IceRays,NAHL,72018,13,6,52,43,52,19,-7.0,,,,,,,,,,,,,,,,
0,20142015,Des Moines Buccaneers,USHL,9078,0,0,2,11,2,0,-2.0,,,,,,,,,,,,,,,,
0,20142015,Janesville Jets,NAHL,47208,10,4,18,32,18,14,26.0,,,,,,,,,,,,,,,,
0,20152016,Miami Univ. (Ohio),NCAA,13040,5,0,6,35,6,5,1.0,,,,,,,,,,,,,,,,
0,20162017,Miami Univ. (Ohio),NCAA,13040,9,9,34,36,34,18,0.0,,,,,,,,,,,,,,,,
0,20172018,Miami Univ. (Ohio),NCAA,13040,14,13,45,36,45,27,-6.0,,,,,,,,,,,,,,,,
0,20182019,Bridgeport Islanders,AHL,827,5,1,2,9,2,6,-3.0,,,,,,,,,,,,,,,,
0,20182019,Miami Univ. (Ohio),NCAA,13040,14,7,29,37,29,21,-5.0,,,,,,,,,,,,,,,,
0,20192020,Bridgeport Islanders,AHL,827,15,6,31,55,31,21,-5.0,,,,,,,,,,,,,,,,
0,20202021,Bridgeport Islanders,AHL,827,5,0,16,24,16,5,-3.0,,,,,,,,,,,,,,,,
0,20212022,New York Islanders,National Hockey League,1,0,1,4,16,4,1,-1.0,226:59,22.0,15.0,0.0,0.0,00:37,218:57,0.0,4.5,0.0,0.0,0.0,0.0,07:25,12.0,309.0
0,20212022,Bridgeport Islanders,AHL,827,11,9,12,46,12,20,3.0,,,,,,,,,,,,,,,,
