,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Sweden Selects U13,WSI U13,206617,0,0,2,9,2,0,
0,20132014,SDE HF U16 2,U16 Div.2,149705,0,1,0,2,0,1,
0,20142015,SDE HF U16,U16 Div.1,66704,0,0,2,3,2,0,
0,20152016,AIK J18,J18 Nationell,7828,0,0,0,4,0,0,0.0
0,20152016,AIK U16,U16 Div.1,27354,7,3,4,23,4,10,
0,20152016,AIK U16,U16 SM,27357,2,0,2,3,2,2,
0,20152016,Stockholm Nord,TV-Pucken,135366,3,0,2,6,2,3,
0,20162017,Skellefteå AIK J20,J20 Nationell,7949,1,0,4,12,4,1,-11.0
0,20162017,Skellefteå AIK J18,J18 Region,9188,5,1,4,13,4,6,4.0
0,20162017,Skellefteå AIK J18,J18 Nationell,9948,2,1,0,9,0,3,-5.0
0,20172018,Skellefteå AIK J20,J20 Nationell,7949,6,1,12,39,12,7,-1.0
0,20172018,Skellefteå AIK J18,J18 Nationell,9948,2,3,2,3,2,5,0.0
0,20182019,Skellefteå AIK,SHL,1019,0,0,2,9,2,0,0.0
0,20182019,Skellefteå AIK J20,J20 Nationell,7949,25,4,18,38,18,29,-4.0
0,20192020,Skellefteå AIK,Champions HL,332,0,0,2,3,2,0,0.0
0,20192020,Skellefteå AIK,SHL,1019,1,0,0,1,0,1,0.0
0,20192020,Södertälje SK,HockeyAllsvenskan,1330,27,3,26,41,26,30,-1.0
0,20192020,Skellefteå AIK J20,J20 Nationell,7949,8,6,12,13,12,14,11.0
0,20202021,Skellefteå AIK,SHL,1019,12,6,18,48,18,18,18.0
0,20212022,Skellefteå AIK,Champions HL,332,2,2,0,8,0,4,0.0
0,20212022,Skellefteå AIK,SHL,1019,13,4,28,51,28,17,24.0
