,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20172018,Mississauga Rebels U16 AAA,GTHL U16,80120,10,16,26,27,26,26,
0,20172018,Team GTHL Red,OGC-16,154287,5,0,0,4,0,5,
0,20182019,Soo Greyhounds,OHL,6918,14,9,2,57,2,23,9.0
0,20192020,Soo Greyhounds,OHL,6918,29,30,30,64,30,59,2.0
0,20202021,Stockton Heat,AHL,186037,0,0,0,4,0,0,0.0
0,20212022,Soo Greyhounds,OHL,6918,75,43,49,67,49,118,14.0
