,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,IF Björklöven U16,U16 SM,46161,0,1,0,3,0,0.0,1,,,,,,,,,,,,,,,,
0,20112012,IF Björklöven J18,J18 Allsvenskan,6899,1,0,2,5,2,-2.0,1,,,,,,,,,,,,,,,,
0,20112012,Västerbotten,TV-Pucken,11126,1,0,12,8,12,0.0,1,,,,,,,,,,,,,,,,
0,20112012,IF Björklöven U16,U16 SM,46867,2,5,4,6,4,2.0,7,,,,,,,,,,,,,,,,
0,20122013,IF Björklöven J18,J18 Elit,6654,8,10,24,19,24,12.0,18,,,,,,,,,,,,,,,,
0,20132014,MODO U18,Swe-U18,1,12,19,47,18,47,,31,,,,,,,,,,,,,,,,
0,20132014,MODO Jr.,Swe-Jr.,2,4,6,6,31,6,,10,,,,,,,,,,,,,,,,
0,20142015,MODO U18,Swe-U18,1,3,3,2,4,2,,6,,,,,,,,,,,,,,,,
0,20142015,MODO,Sweden,2,3,2,8,24,8,,5,,,,,,,,,,,,,,,,
0,20142015,MODO Jr.,Swe-Jr.,3,15,21,53,27,53,,36,,,,,,,,,,,,,,,,
0,20152016,MODO Jr.,Swe-Jr.,1,0,0,0,1,0,,0,,,,,,,,,,,,,,,,
0,20152016,MODO,Sweden,2,9,7,53,49,53,,16,,,,,,,,,,,,,,,,
0,20152016,MoDo Hockey,SHL,889,9,7,53,49,53,-2.0,16,,,,,,,,,,,,,,,,
0,20152016,MoDo Hockey J20,J20 Nationell,5869,0,0,0,1,0,-1.0,0,,,,,,,,,,,,,,,,
0,20152016,Sweden U20,WJC-20,8596,0,1,6,7,6,1.0,1,,,,,,,,,,,,,,,,
0,20162017,Frölunda HC,Champions HL,232,4,4,6,13,6,0.0,8,,,,,,,,,,,,,,,,
0,20162017,Frölunda HC,SHL,919,6,14,6,45,6,6.0,20,,,,,,,,,,,,,,,,
0,20162017,Sweden U20,WJC-20,8596,4,3,12,7,12,5.0,7,,,,,,,,,,,,,,,,
0,20172018,Frölunda HC,Champions HL,232,1,2,4,7,4,-1.0,3,,,,,,,,,,,,,,,,
0,20172018,Frölunda HC,SHL,919,7,17,8,35,8,8.0,24,,,,,,,,,,,,,,,,
0,20172018,Toronto Marlies,AHL,13377,2,1,0,2,0,1.0,3,,,,,,,,,,,,,,,,
0,20182019,Los Angeles Kings,National Hockey League,1,1,5,6,15,6,-4.0,6,224:32,26.0,38.0,0.0,1.0,30:07,194:14,0.0,19.23,1.0,0.0,0.0,0.0,00:11,3.0,285.0
0,20182019,Toronto Marlies,AHL,13377,16,13,26,42,26,8.0,29,,,,,,,,,,,,,,,,
0,20182019,Ontario Reign,AHL,26957,7,3,6,13,6,-5.0,10,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,4,0,8,13,8,2.0,4,165:56,16.0,29.0,0.0,0.0,05:41,160:15,0.0,0.0,0.0,0.0,0.0,0.0,00:00,4.0,229.0
0,20192020,Ontario Reign,AHL,26957,16,12,36,40,36,1.0,28,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,5,6,16,47,16,-10.0,11,586:19,66.0,104.0,0.0,2.0,43:14,542:37,42.86,9.1,3.0,0.0,0.0,0.0,00:28,23.0,786.0
0,20202021,IF Björklöven,HockeyAllsvenskan,1380,8,5,26,18,26,4.0,13,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,6,9,26,54,26,4.0,15,588:03,83.0,134.0,0.0,0.0,13:12,569:40,31.58,10.8,1.0,0.0,0.0,0.0,05:11,19.0,832.0
0,20212022,Sweden,WC,6815,1,1,2,5,2,2.0,2,,,,,,,,,,,,,,,,
