,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Jokipojat U16,Jr. C I-divisioona,80154,0,0,2,1,2,0.0,0,,,,,,,,,,,,,,,,
0,20122013,Jokipojat U18,Jr. B Mestis,26402,9,3,52,13,52,0.0,12,,,,,,,,,,,,,,,,
0,20122013,Jokipojat U16,Jr. C SM-sarja,80142,14,5,16,15,16,0.0,19,,,,,,,,,,,,,,,,
0,20132014,Blues U18,Jr. B SM-sarja,24439,25,8,48,41,48,0.0,33,,,,,,,,,,,,,,,,
0,20132014,Blues U16,Jr. C SM-sarja,80552,6,4,10,6,10,0.0,10,,,,,,,,,,,,,,,,
0,20142015,Kiekko-Espoo U20,Jr. A SM-liiga,17760,8,4,34,30,34,20.0,12,,,,,,,,,,,,,,,,
0,20142015,Finland U17,WHC-17,60581,1,0,2,6,2,0.0,1,,,,,,,,,,,,,,,,
0,20152016,Blues,Champions HL,482,1,0,2,2,2,0.0,1,,,,,,,,,,,,,,,,
0,20152016,Blues,Liiga,859,5,1,8,25,8,-8.0,6,,,,,,,,,,,,,,,,
0,20152016,Finland U18,WJC-18,17093,2,1,6,7,6,6.0,3,,,,,,,,,,,,,,,,
0,20152016,Kiekko-Espoo U20,U20 SM-sarja,18670,11,2,8,18,8,10.0,13,,,,,,,,,,,,,,,,
0,20152016,Finland U17,WHC-17,61280,0,0,6,5,6,,0,,,,,,,,,,,,,,,,
0,20162017,JYP,Champions HL,532,1,0,4,5,4,2.0,1,,,,,,,,,,,,,,,,
0,20162017,JYP,Liiga,909,4,2,12,41,12,5.0,6,,,,,,,,,,,,,,,,
0,20162017,Finland U18,WJC-18,17093,3,3,2,5,2,4.0,6,,,,,,,,,,,,,,,,
0,20162017,Finland U20,WJC-20,17116,0,1,4,6,4,-2.0,1,,,,,,,,,,,,,,,,
0,20162017,JYP U20,U20 SM-sarja,23040,0,0,0,1,0,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,JYP-Akatemia,Mestis,106527,1,0,29,3,29,-2.0,1,,,,,,,,,,,,,,,,
0,20162017,Finland U18,Hlinka Gretzky Cup,158280,1,0,2,4,2,-1.0,1,,,,,,,,,,,,,,,,
0,20172018,SaiPa,Liiga,949,7,4,24,43,24,8.0,11,,,,,,,,,,,,,,,,
0,20172018,Finland U20,WJC-20,17116,1,0,2,5,2,3.0,1,,,,,,,,,,,,,,,,
0,20172018,Finland,EHT,68516,1,0,2,5,2,4.0,1,,,,,,,,,,,,,,,,
0,20182019,Boston Bruins,National Hockey League,1,0,0,0,2,0,-1.0,0,18:12,2.0,0.0,0.0,0.0,00:00,17:19,0.0,0.0,0.0,0.0,0.0,0.0,00:53,0.0,25.0
0,20182019,Providence Bruins,AHL,897,10,4,10,30,10,2.0,14,,,,,,,,,,,,,,,,
0,20182019,Finland U20,WJC-20,17116,4,0,6,7,6,5.0,4,,,,,,,,,,,,,,,,
0,20192020,Boston Bruins,National Hockey League,1,0,0,0,5,0,2.0,0,84:16,2.0,8.0,0.0,0.0,01:46,76:29,0.0,0.0,0.0,0.0,0.0,0.0,06:01,3.0,111.0
0,20192020,Providence Bruins,AHL,897,9,5,18,54,18,18.0,14,,,,,,,,,,,,,,,,
0,20202021,Boston Bruins,National Hockey League,1,2,0,2,9,2,-3.0,2,170:15,15.0,3.0,0.0,0.0,00:40,152:13,0.0,0.0,0.0,0.0,0.0,0.0,17:22,19.0,216.0
0,20202021,Providence Bruins,AHL,897,2,1,6,11,6,1.0,3,,,,,,,,,,,,,,,,
0,20202021,SaiPa,Liiga,949,0,1,2,2,2,2.0,1,,,,,,,,,,,,,,,,
0,20212022,Boston Bruins,National Hockey League,1,4,0,4,15,4,0.0,4,289:19,15.0,10.0,0.0,0.0,01:10,254:07,0.0,0.0,0.0,0.0,0.0,0.0,34:02,12.0,383.0
0,20212022,Anaheim Ducks,National Hockey League,2,2,0,6,14,6,-5.0,2,270:55,12.0,17.0,0.0,1.0,08:37,254:07,0.0,0.0,0.0,0.0,0.0,0.0,08:11,16.0,329.0
0,20212022,Providence Bruins,AHL,897,7,1,20,23,20,6.0,8,,,,,,,,,,,,,,,,
